t_survey_name,t_survey_edition,t_country_l1u,t_country_set,mean_hs,year,iso2c,iso3c,continent,obsValue
ISSP,2008,ES,1,46.69885396361351,2008,ES,ESP,Europe,51.101067
ISSP,2008,FI,1,64.35788676562547,2008,FI,FIN,Europe,81.073235
ISSP,2008,FR,1,57.78754140852927,2008,FR,FRA,Europe,69.598175
ISSP,2008,HU,1,47.10695298949442,2008,HU,HUN,Europe,79.703362
ISSP,2008,IE,1,72.10315480756597,2008,IE,IRL,Europe,69.453362
ISSP,2008,IT,1,53.516310786877305,2010,IT,ITA,Europe,55.174355
ISSP,2008,KR,1,83.82749326145552,2008,KR,KOR,Asia,79.143265
ISSP,2008,LV,1,84.70254957507082,2009,LV,LVA,Europe,86.776306
ISSP,2008,MX,1,48.921423928006355,2009,MX,MEX,Americas,31.290859
ISSP,2008,NL,1,45.51534190316607,2008,NL,NLD,Europe,73.291946
ISSP,2008,NO,1,82.16957605985037,2008,NO,NOR,Europe,80.721535
ISSP,2008,PL,1,60.90819162116602,2010,PL,POL,Europe,88.514725
ISSP,2008,PT,1,38.28952910996325,2009,PT,PRT,Europe,29.904673
ISSP,2008,SE,1,55.40386803185437,2008,SE,SWE,Europe,85.041893
ISSP,2008,SI,1,62.8032345013477,2009,SI,SVN,Europe,83.286514
ISSP,2008,SK,1,48.816650496999024,2008,SK,SVK,Europe,89.933922
ISSP,2008,TR,1,30.783078307830785,2009,TR,TUR,Asia,31.054968
ISSP,2008,US,1,86.92268340420213,2008,US,USA,Americas,88.695656
ISSP,2008,ZA,1,42.77334398548902,2008,ZA,ZAF,Africa,37.205173
ISSP,2009,AT,1,32.29137400561413,2010,AT,AUT,Europe,82.352501
ISSP,2009,AU,1,75.7581197434481,2010,AU,AUS,Oceania,73.20726
ISSP,2009,CH,1,37.574864912953295,2008,CH,CHE,Europe,86.807938
ISSP,2009,CL,1,58.200519120571435,2009,CL,CHL,Americas,56.506615
ISSP,2009,CZ,1,40.79070400707693,2008,CZ,CZE,Europe,90.903305
ISSP,2009,DK,1,89.71698113207547,2009,DK,DNK,Europe,74.755653
ISSP,2009,EE,1,82.55551690197053,2010,EE,EST,Europe,89.135437
ISSP,2009,ES,1,51.56348650761606,2009,ES,ESP,Europe,51.624939
ISSP,2009,FI,1,63.78478842758922,2009,FI,FIN,Europe,81.973129
ISSP,2009,FR,1,57.173114452367756,2009,FR,FRA,Europe,70.254211
ISSP,2009,HU,1,48.17538723755028,2009,HU,HUN,Europe,80.574211
ISSP,2009,IL,1,63.549160671462836,2009,IL,ISR,Asia,81.777374
ISSP,2009,IS,1,54.01785714285714,2010,IS,ISL,Europe,70.717705
ISSP,2009,IT,1,55.7309254450759,2011,IT,ITA,Europe,56.028461
ISSP,2009,KR,1,85.08064516129032,2009,KR,KOR,Asia,79.931938
ISSP,2009,LV,1,84.70254957507082,2009,LV,LVA,Europe,86.776306
ISSP,2009,NO,1,83.98902104300092,2010,NO,NOR,Europe,80.627556
ISSP,2009,PL,1,60.90819162116602,2010,PL,POL,Europe,88.514725
ISSP,2009,PT,1,38.2895304189052,2009,PT,PRT,Europe,29.904673
ISSP,2009,SE,1,58.24873096446701,2009,SE,SWE,Europe,85.738892
ISSP,2009,SI,1,62.8032345013477,2009,SI,SVN,Europe,83.286514
ISSP,2009,SK,1,50.25411384138613,2009,SK,SVK,Europe,90.945091
ISSP,2009,TR,1,27.899159663865547,2009,TR,TUR,Asia,31.054968
ISSP,2009,US,1,89.00540369858274,2010,US,USA,Americas,88.969521
ISSP,2009,ZA,1,52.86062312682461,2009,ZA,ZAF,Africa,38.524052
ISSP,2010,AT,1,32.291359209215706,2010,AT,AUT,Europe,82.352501
ISSP,2010,CA,1,54.56837323670292,2011,CA,CAN,Americas,88.631523
ISSP,2010,CH,1,40.24096385542168,2011,CH,CHE,Europe,84.823296
ISSP,2010,CZ,1,51.52225695951432,2010,CZ,CZE,Europe,91.942635
ISSP,2010,DK,1,93.09954751131222,2010,DK,DNK,Europe,75.625488
ISSP,2010,ES,1,51.23993104955892,2010,ES,ESP,Europe,52.872963
ISSP,2010,FI,1,90.73625976617248,2010,FI,FIN,Europe,82.982826
ISSP,2010,FR,1,63.765420565115626,2010,FR,FRA,Europe,70.766678
ISSP,2010,KR,1,83.54755784061697,2010,KR,KOR,Asia,80.447632
ISSP,2010,LT,1,74.00256031676598,2010,LT,LTU,Europe,91.898819
ISSP,2010,LV,1,85.75712143928035,2011,LV,LVA,Europe,87.937782
ISSP,2010,MX,1,52.55479244563467,2011,MX,MEX,Americas,33.139698
ISSP,2010,NO,1,80.0203873598369,2011,NO,NOR,Europe,81.896416
ISSP,2010,RU,1,77.57440964748406,2010,RU,RUS,Europe,93.861237
ISSP,2010,SE,1,59.7051597051597,2010,SE,SWE,Europe,86.272629
ISSP,2010,SI,1,65.26610644257703,2011,SI,SVN,Europe,84.476288
ISSP,2010,SK,1,50.25412424165856,2009,SK,SVK,Europe,90.945091
ISSP,2010,TR,1,33.60995850622407,2010,TR,TUR,Asia,31.206043
ISSP,2010,US,1,87.34399908381675,2010,US,USA,Americas,88.969521
ISSP,2010,ZA,1,44.01222152570299,2010,ZA,ZAF,Africa,39.441036
ISSP,2011,AU,1,70.68679216941763,2012,AU,AUS,Oceania,76.436607
ISSP,2011,CH,1,84.4578313253012,2011,CH,CHE,Europe,84.823296
ISSP,2011,CL,1,63.670012737200906,2011,CL,CHL,Americas,57.679771
ISSP,2011,CZ,1,56.05134549067535,2012,CZ,CZE,Europe,92.450821
ISSP,2011,DK,1,91.83884297520662,2013,DK,DNK,Europe,78.266907
ISSP,2011,FI,1,87.97325755132351,2011,FI,FIN,Europe,83.724312
ISSP,2011,FR,1,56.41039648663237,2011,FR,FRA,Europe,71.614449
ISSP,2011,IL,1,65.04739336492891,2011,IL,ISR,Asia,83.0131
ISSP,2011,KR,1,87.28070175438597,2011,KR,KOR,Asia,81.38961
ISSP,2011,LT,1,77.83516454861224,2011,LT,LTU,Europe,92.866814
ISSP,2011,NL,1,53.04738183381659,2011,NL,NLD,Europe,72.284012
ISSP,2011,NO,1,77.31878409976616,2012,NO,NOR,Europe,82.054008
ISSP,2011,PL,1,61.0622479387162,2013,PL,POL,Europe,90.134148
ISSP,2011,PT,1,43.33620337176843,2013,PT,PRT,Europe,40.047516
ISSP,2011,RU,1,87.85096248826065,2011,RU,RUS,Europe,94.032341
ISSP,2011,SE,1,66.89847009735745,2011,SE,SWE,Europe,87.035088
ISSP,2011,SI,1,65.26610644257703,2011,SI,SVN,Europe,84.476288
ISSP,2011,SK,1,62.378441007390414,2012,SK,SVK,Europe,91.714867
ISSP,2011,TR,1,29.012875536480685,2011,TR,TUR,Asia,32.148178
ISSP,2011,US,1,89.97914975384984,2012,US,USA,Americas,89.307846
ISSP,2011,ZA,1,43.00595479376892,2011,ZA,ZAF,Africa,40.217373
LB,1996,CR,1,37,1996,CR,CRI,Americas,29.065567
LB,1997,CR,1,28.466076696165192,1997,CR,CRI,Americas,30.362278
LB,1997,ES,1,37.2891942535915,1997,ES,ESP,Europe,33.037937
LB,1997,MX,1,54.17156286721504,1997,MX,MEX,Americas,27.792036
LB,1998,CR,1,45.55555555555556,1998,CR,CRI,Americas,31.797934
LB,1998,MX,1,24.721603563474385,1998,MX,MEX,Americas,27.99744
LB,2000,CR,1,34.46808510638298,2e3,CR,CRI,Americas,30.3647
LB,2000,MX,1,43.4881087202718,2e3,MX,MEX,Americas,29.089918
LB,2001,CR,1,22.807017543859647,2001,CR,CRI,Americas,31.706253
LB,2001,MX,1,41.89899119470078,2002,MX,MEX,Americas,29.983667
LB,2002,CR,1,28.345323741007196,2002,CR,CRI,Americas,32.763905
LB,2002,MX,1,26.64878464183867,2002,MX,MEX,Americas,29.983667
LB,2003,CR,1,19.61839315552983,2003,CR,CRI,Americas,34.085186
LB,2003,MX,1,39.16040974864144,2003,MX,MEX,Americas,29.875368
LB,2004,AR,1,42.21728507813452,2004,AR,ARG,Americas,48.794537
LB,2004,CR,1,26.521739130434785,2004,CR,CRI,Americas,34.083447
LB,2004,MX,1,41.53750460984322,2004,MX,MEX,Americas,31.433527
LB,2005,AR,1,39.41219197559286,2005,AR,ARG,Americas,49.842026
LB,2005,CR,1,20.803443328550934,2005,CR,CRI,Americas,35.126831
LB,2005,MX,1,25.94248635051492,2005,MX,MEX,Americas,28.155909
LB,2006,AR,1,39.36206559000342,2006,AR,ARG,Americas,51.527191
LB,2006,CR,1,24.892703862660944,2006,CR,CRI,Americas,35.725735
LB,2006,ES,1,45.845438698431145,2006,ES,ESP,Europe,49.688354
LB,2006,MX,1,24.87507956849741,2006,MX,MEX,Americas,29.026882
LB,2007,BR,1,33.291139240506325,2007,BR,BRA,Americas,36.808346
LB,2007,CR,1,25.93316856241711,2007,CR,CRI,Americas,37.039471
LB,2007,ES,1,47.21577726218097,2007,ES,ESP,Europe,50.641071
LB,2007,MX,1,31.664853101196954,2007,MX,MEX,Americas,29.578011
LB,2008,AR,1,53.78048780487805,2008,AR,ARG,Americas,54.195175
LB,2008,BR,1,34.5679012345679,2008,BR,BRA,Americas,38.838169
LB,2008,CR,1,29.023263597590127,2008,CR,CRI,Americas,38.059788
LB,2008,MX,1,53.31161780673182,2008,MX,MEX,Americas,29.9081
LB,2009,AR,1,49.58499625344743,2009,AR,ARG,Americas,55.205746
LB,2009,BR,1,34.895191122071516,2009,BR,BRA,Americas,40.67292
LB,2009,CL,1,47.257667621417525,2009,CL,CHL,Americas,56.506615
LB,2009,CR,1,27.412587412587413,2009,CR,CRI,Americas,38.906765
LB,2009,ES,1,83.25608342989571,2009,ES,ESP,Europe,51.624939
LB,2009,MX,1,54.69613259668509,2009,MX,MEX,Americas,31.290859
LB,2010,CR,1,30.277777777777775,2010,CR,CRI,Americas,36.852016
LB,2010,ES,1,83.69565217391305,2010,ES,ESP,Europe,52.872963
LB,2010,MX,1,53.653217011995636,2010,MX,MEX,Americas,32.086128
LITS,1,CZ,1,92.84779320474546,2006,CZ,CZE,Europe,90.279709
LITS,1,EE,1,89.80348981400324,2006,EE,EST,Europe,88.282097
LITS,1,HU,1,78.71736156703474,2006,HU,HUN,Europe,78.073502
LITS,1,LT,1,88.11320330195036,2006,LT,LTU,Europe,88.320557
LITS,1,LV,1,87.15797723858704,2006,LV,LVA,Europe,84.129219
LITS,1,PL,1,82.68562099059345,2006,PL,POL,Europe,85.812027
LITS,1,SI,1,85.74491293310813,2006,SI,SVN,Europe,81.56337
LITS,1,SK,1,91.10998946469253,2006,SK,SVK,Europe,88.809708
LITS,1,TR,1,31.01016097117249,2006,TR,TUR,Asia,29.145285
LITS,2,CZ,1,61.39440414510767,2010,CZ,CZE,Europe,91.942635
LITS,2,DE,1,70.61422599332323,2010,DE,DEU,Europe,85.810318
LITS,2,EE,1,86.1788544316908,2010,EE,EST,Europe,89.135437
LITS,2,FR,1,67.92463732880245,2010,FR,FRA,Europe,70.766678
LITS,2,HU,1,51.376898624101244,2010,HU,HUN,Europe,81.292351
LITS,2,IT,1,66.19162886043428,2010,IT,ITA,Europe,55.174355
LITS,2,LT,1,64.9864489932226,2010,LT,LTU,Europe,91.898819
LITS,2,LV,1,91.17727817732671,2010,LV,LVA,Europe,88.603905
LITS,2,PL,1,66.30527055475804,2010,PL,POL,Europe,88.514725
LITS,2,RU,1,96.18450888347564,2010,RU,RUS,Europe,93.861237
LITS,2,SE,1,87.15000939620177,2010,SE,SWE,Europe,86.272629
LITS,2,SI,1,68.63527189306751,2010,SI,SVN,Europe,83.310051
LITS,2,SK,1,69.73862299173214,2010,SK,SVK,Europe,90.96521
LITS,2,TR,1,37.0636868176335,2010,TR,TUR,Asia,31.206043
NBB,3,LV,1,83.31348528575685,1996,LV,LVA,Europe,80.810219
NBB,4,EE,1,83.00948903226887,2e3,EE,EST,Europe,85.248634
NBB,4,LT,1,92.26059513895144,2e3,LT,LTU,Europe,84.229095
NBB,4,LV,1,85.84772715033128,2e3,LV,LVA,Europe,83.240379
NBB,5,EE,1,82.54786188957665,2001,EE,EST,Europe,86.230759
NBB,5,LV,1,87.35414554955194,2001,LV,LVA,Europe,79.205818
NBB,6,EE,1,85.30586267975768,2004,EE,EST,Europe,88.25676
NBB,6,LV,1,87.15451965287171,2004,LV,LVA,Europe,84.321693
WVS,2,CH,1,45.58093087639693,1989,CH,CHE,Europe,78.801804
WVS,3,AU,1,55.5038140030359,1995,AU,AUS,Oceania,55.064148
WVS,3,CZ,1,30.97686375321337,1998,CZ,CZE,Europe,85.339081
WVS,3,ES,1,31.277889420309652,1995,ES,ESP,Europe,28.047417
WVS,3,HU,1,59.90453460620525,1998,HU,HUN,Europe,63.279564
WVS,3,LV,1,88.64926220204313,1996,LV,LVA,Europe,80.810219
WVS,3,PL,1,41.27979924717691,1997,PL,POL,Europe,77.045425
WVS,3,SK,1,43.93358876117497,1998,SK,SVK,Europe,80.2006
WVS,3,US,1,82.48705172477734,1995,US,USA,Americas,85.791473
WVS,4,CA,1,71.99482368671303,2e3,CA,CAN,Americas,80.667519
WVS,4,ES,1,40.69026072286535,2e3,ES,ESP,Europe,38.594109
WVS,4,KR,1,95.43197616683217,2001,KR,KOR,Asia,69.645012
WVS,4,MX,1,35.636898827430336,2e3,MX,MEX,Americas,29.089918
WVS,4,TR,1,32.69190846030398,2001,TR,TUR,Asia,23.551388
WVS,4,US,1,74.87937672185208,1999,US,USA,Americas,86.919914
WVS,5,AR,1,47.88321167883212,2006,AR,ARG,Americas,51.527191
WVS,5,AU,1,80.80318732965068,2005,AU,AUS,Oceania,65.032036
WVS,5,CA,1,72.4417763305718,2006,CA,CAN,Americas,85.542847
WVS,5,CH,1,92.28935276813546,2007,CH,CHE,Europe,85.957573
WVS,5,ES,1,40.69737816419178,2007,ES,ESP,Europe,50.641071
WVS,5,FI,1,75.47693042701121,2005,FI,FIN,Europe,78.787521
WVS,5,FR,1,41.37033175735288,2006,FR,FRA,Europe,67.428963
WVS,5,IT,1,64.14342629482071,2005,IT,ITA,Europe,50.086136
WVS,5,KR,1,78.69797990800993,2005,KR,KOR,Asia,75.532455
WVS,5,MX,1,51.80616740088105,2005,MX,MEX,Americas,28.155909
WVS,5,NL,1,60.9231274972507,2006,NL,NLD,Europe,72.365479
WVS,5,NO,1,84.58549222797927,2007,NO,NOR,Europe,78.925552
WVS,5,PL,1,30.22342515575167,2005,PL,POL,Europe,85.112869
WVS,5,SE,1,73.54929258025709,2006,SE,SWE,Europe,84.075623
WVS,5,SI,1,82.26950354609929,2005,SI,SVN,Europe,80.296158
WVS,5,TR,1,41.98522682980184,2007,TR,TUR,Asia,29.591669
WVS,5,US,1,69.65469067395563,2006,US,USA,Americas,87.796486
