iso2,year,v2x_corr,bci_bci,cc_rev,continent
GN,2011,0.867,68.164566,0.720047,Africa
GN,2012,0.86,68.339317,0.7083392,Africa
GN,2013,0.838,68.597542,0.708016,Africa
GN,2014,0.862,69.015541,0.7114978,Africa
GN,2015,0.858,68.640648,0.6979304,Africa
GN,2016,0.856,68.846542,0.68379182,Africa
GN,2017,0.86,69.126839,0.7022216,Africa
CI,1990,0.664,62.665306,,Africa
CI,1991,0.626,62.805515,,Africa
CI,1992,0.626,62.93512,,Africa
CI,1993,0.625,63.063049,,Africa
CI,1994,0.677,63.194424,,Africa
CI,1995,0.677,63.349865,,Africa
CI,1996,0.677,63.492092,0.55211336,Africa
CI,1997,0.677,63.639053,,Africa
CI,1998,0.677,63.777103,0.59385174,Africa
CI,1999,0.791,63.915218,,Africa
CI,2000,0.756,64.035011,0.63697228,Africa
CI,2001,0.763,64.182724,,Africa
CI,2002,0.772,64.33152,0.65383938,Africa
CI,2003,0.761,64.474258,0.69598276,Africa
CI,2004,0.761,64.634796,0.7412118,Africa
CI,2005,0.761,64.782372,0.7481116,Africa
CI,2006,0.758,64.914627,0.7396906,Africa
CI,2007,0.759,65.064682,0.7182526,Africa
CI,2008,0.76,65.210686,0.7215642,Africa
CI,2009,0.756,65.239082,0.7208268,Africa
CI,2010,0.753,64.986237,0.7315792,Africa
CI,2011,0.636,64.131989,0.7025802,Africa
CI,2012,0.609,61.023663,0.66607662,Africa
CI,2013,0.549,57.718498,0.64710988,Africa
CI,2014,0.551,53.892418,0.58383058,Africa
CI,2015,0.554,52.121044,0.58698594,Africa
CI,2016,0.554,52.639023,0.60601312,Africa
CI,2017,0.525,52.898815,0.60506592,Africa
MR,1996,0.899,60.897408,0.61113884,Africa
MR,1997,0.899,61.000614,,Africa
MR,1998,0.899,61.128605,0.59363698,Africa
MR,1999,0.899,61.263035,,Africa
MR,2000,0.899,61.395016,0.5907475,Africa
MR,2001,0.899,61.515804,,Africa
MR,2002,0.899,61.654072,0.50505918,Africa
MR,2003,0.899,61.771835,0.50622302,Africa
MR,2004,0.899,61.927193,0.6053034,Africa
MR,2005,0.884,62.075459,0.61204402,Africa
MR,2006,0.832,62.211555,0.6484883,Africa
MR,2007,0.851,62.573177,0.6157423,Africa
MR,2008,0.866,63.425865,0.65756412,Africa
MR,2009,0.866,62.63076,0.62267242,Africa
MR,2010,0.866,63.070431,0.64307228,Africa
MR,2011,0.866,62.943768,0.62562618,Africa
MR,2012,0.866,62.500137,0.65651236,Africa
MR,2013,0.902,64.785393,0.66672706,Africa
MR,2014,0.902,66.67083,0.6855099,Africa
MR,2015,0.902,67.571815,0.68466272,Africa
MR,2016,0.903,66.309326,0.64784694,Africa
MR,2017,0.903,65.321976,0.65026274,Africa
CA,1990,0.04,27.420914,,Americas
CA,1991,0.04,27.228662,,Americas
CA,1992,0.04,27.024866,,Americas
CA,1993,0.04,26.823727,,Americas
CA,1994,0.043,26.63134,,Americas
CA,1995,0.043,26.4517,,Americas
CA,1996,0.043,26.28479,0.0937184,Americas
CA,1997,0.044,26.115686,,Americas
CA,1998,0.044,25.954782,0.0819068,Americas
CA,1999,0.044,25.805971,,Americas
CA,2000,0.044,25.659782,0.0768912,Americas
CA,2001,0.044,25.504946,,Americas
CA,2002,0.044,25.385006,0.0930296,Americas
CA,2003,0.044,25.263206,0.1026916,Americas
CA,2004,0.039,25.148087,0.1344572,Americas
CA,2005,0.039,25.007874,0.1241478,Americas
CA,2006,0.039,24.908104,0.1074892,Americas
CA,2007,0.032,24.218712,0.09982,Americas
CA,2008,0.034,22.174761,0.0994622,Americas
CA,2009,0.034,20.067089,0.0876422,Americas
CA,2010,0.029,18.029318,0.0860402,Americas
CA,2011,0.029,17.597906,0.1044234,Americas
CA,2012,0.029,18.627991,0.1145728,Americas
CA,2013,0.024,20.356995,0.1226334,Americas
CA,2014,0.024,21.15773,0.1327148,Americas
CA,2015,0.022,20.706146,0.1226838,Americas
CA,2016,0.022,20.459709,0.1020198,Americas
CA,2017,0.028,20.209309,0.1151484,Americas
AU,1990,0.032,20.159191,,Oceania
AU,1991,0.032,19.901241,,Oceania
AU,1992,0.032,19.644777,,Oceania
AU,1993,0.032,19.384706,,Oceania
AU,1994,0.032,19.121626,,Oceania
AU,1995,0.032,18.8584,,Oceania
AU,1996,0.032,18.591036,0.1245288,Oceania
AU,1997,0.032,18.332399,,Oceania
AU,1998,0.032,18.085985,0.1300214,Oceania
AU,1999,0.032,17.831415,,Oceania
AU,2000,0.032,17.592255,0.1153508,Oceania
AU,2001,0.032,17.355165,,Oceania
AU,2002,0.032,17.105143,0.1380744,Oceania
AU,2003,0.032,16.862471,0.1100292,Oceania
AU,2004,0.032,16.633532,0.0942478,Oceania
AU,2005,0.032,16.401718,0.1095284,Oceania
AU,2006,0.032,16.201643,0.1078864,Oceania
AU,2007,0.032,16.012753,0.0978164,Oceania
AU,2008,0.032,16.144802,0.0915036,Oceania
AU,2009,0.032,16.562483,0.0896678,Oceania
AU,2010,0.032,16.948822,0.093709,Oceania
AU,2011,0.032,17.821756,0.0910726,Oceania
AU,2012,0.032,18.413095,0.1028452,Oceania
AU,2013,0.042,19.377747,0.1429356,Oceania
AU,2014,0.038,19.215996,0.1293102,Oceania
AU,2015,0.038,17.927198,0.1235774,Oceania
AU,2016,0.035,16.893852,0.136777,Oceania
AU,2017,0.031,16.49774,0.14099,Oceania
BW,1990,0.162,34.713146,,Africa
BW,1991,0.162,34.589985,,Africa
BW,1992,0.162,34.476204,,Africa
BW,1993,0.162,34.340958,,Africa
BW,1994,0.162,34.22353,,Africa
BW,1995,0.162,34.102211,,Africa
BW,1996,0.162,33.958473,0.33640776,Africa
BW,1997,0.162,33.821331,,Africa
BW,1998,0.162,33.67218,0.32211514,Africa
BW,1999,0.162,33.564949,,Africa
BW,2000,0.162,33.454144,0.33376262,Africa
BW,2001,0.162,33.323719,,Africa
BW,2002,0.162,33.191647,0.3689643,Africa
BW,2003,0.162,33.060184,0.2566526,Africa
BW,2004,0.162,32.935596,0.32036404,Africa
BW,2005,0.162,32.830093,0.2680132,Africa
BW,2006,0.162,32.681053,0.30541354,Africa
BW,2007,0.162,32.410309,0.2992966,Africa
BW,2008,0.164,31.823523,0.2921864,Africa
BW,2009,0.165,31.545435,0.30800226,Africa
BW,2010,0.163,31.916018,0.2946196,Africa
BW,2011,0.163,32.401478,0.3008926,Africa
BW,2012,0.158,33.680351,0.31326792,Africa
BW,2013,0.145,34.293541,0.31527488,Africa
BW,2014,0.146,35.490162,0.3291249,Africa
BW,2015,0.16,36.615101,0.3295756,Africa
BW,2016,0.159,37.371933,0.31402276,Africa
BW,2017,0.139,38.18161,0.34097982,Africa
BI,1996,0.526,67.839981,0.63612698,Africa
BI,1997,0.526,68.022064,,Africa
BI,1998,0.526,68.224655,0.65586372,Africa
BI,1999,0.526,68.403664,,Africa
BI,2000,0.551,68.597588,0.66084306,Africa
BI,2001,0.551,68.777985,,Africa
BI,2002,0.601,68.966515,0.66459852,Africa
BI,2003,0.601,69.164894,0.6790679,Africa
BI,2004,0.623,69.341011,0.67845156,Africa
BI,2005,0.856,69.536682,0.68600484,Africa
BI,2006,0.863,69.719154,0.7191196,Africa
BI,2007,0.859,69.986961,0.7321528,Africa
BI,2008,0.866,70.258713,0.7181536,Africa
BI,2009,0.866,70.705986,0.7258954,Africa
BI,2010,0.885,71.398872,0.7330914,Africa
BI,2011,0.885,70.524376,0.7374262,Africa
BI,2012,0.887,70.578964,0.7905886,Africa
BI,2013,0.902,68.650307,0.781937,Africa
BI,2014,0.912,66.6717,0.7517306,Africa
BI,2015,0.91,66.0168,0.751504,Africa
BI,2016,0.952,65.31797,0.7491404,Africa
BI,2017,0.944,64.044106,0.756775,Africa
CV,1996,0.208,38.443245,0.2713326,Africa
CV,1997,0.208,38.344112,,Africa
CV,1998,0.208,38.248695,0.38752676,Africa
CV,1999,0.208,38.138943,,Africa
CV,2000,0.159,38.030426,0.3737431,Africa
CV,2001,0.159,37.92617,,Africa
CV,2002,0.159,37.829796,0.38524774,Africa
CV,2003,0.159,37.741699,0.38231822,Africa
CV,2004,0.159,37.645878,0.4079588,Africa
CV,2005,0.159,37.541122,0.38859806,Africa
CV,2006,0.159,37.467991,0.3379321,Africa
CV,2007,0.159,37.37228,0.32203736,Africa
CV,2008,0.159,37.290794,0.32646778,Africa
CV,2009,0.159,37.225201,0.32651302,Africa
CV,2010,0.159,37.147011,0.32877106,Africa
CV,2011,0.139,37.098331,0.31924994,Africa
CV,2012,0.157,37.578789,0.3263938,Africa
CV,2013,0.149,39.091877,0.3326543,Africa
CV,2014,0.158,40.239662,0.31239484,Africa
CV,2015,0.156,41.158318,0.30996478,Africa
CV,2016,0.157,41.807198,0.32621888,Africa
CV,2017,0.157,42.249851,0.33304828,Africa
CF,1996,0.736,64.434021,0.7281862,Africa
CF,1997,0.736,64.577065,,Africa
CF,1998,0.736,64.721123,0.7012824,Africa
CF,1999,0.736,64.851013,,Africa
CF,2000,0.748,64.994705,0.7353252,Africa
CF,2001,0.748,65.092323,,Africa
CF,2002,0.748,65.202873,0.718297,Africa
CF,2003,0.847,65.302795,0.7321096,Africa
CF,2004,0.849,65.413658,0.7771178,Africa
CF,2005,0.897,65.470932,0.7556986,Africa
CF,2006,0.897,65.476173,0.7421498,Africa
CF,2007,0.897,65.454872,0.7379722,Africa
CF,2008,0.897,65.435852,0.7230982,Africa
CF,2009,0.897,65.415855,0.69533808,Africa
CF,2010,0.897,65.697281,0.68593038,Africa
CF,2011,0.897,66.059669,0.68934174,Africa
CF,2012,0.897,66.477547,0.69855632,Africa
CF,2013,0.894,66.923241,0.7181514,Africa
CF,2014,0.847,67.366798,0.7320326,Africa
CF,2015,0.841,67.740631,0.7616122,Africa
CF,2016,0.809,67.95472,0.7560004,Africa
CF,2017,0.797,67.960678,0.7346426,Africa
CL,1990,0.301,37.092579,,Americas
CL,1991,0.063,36.983215,,Americas
CL,1992,0.063,36.880173,,Americas
CL,1993,0.063,36.774635,,Americas
CL,1994,0.063,36.669895,,Americas
CL,1995,0.063,36.570965,,Americas
CL,1996,0.063,36.464062,0.2091762,Americas
CL,1997,0.063,36.374828,,Americas
CL,1998,0.063,36.263596,0.2238796,Americas
CL,1999,0.063,36.17342,,Americas
CL,2000,0.063,36.099716,0.1827986,Americas
CL,2001,0.063,36.005386,,Americas
CL,2002,0.063,35.942284,0.1815464,Americas
CL,2003,0.063,35.883423,0.2377522,Americas
CL,2004,0.063,35.806164,0.2252784,Americas
CL,2005,0.063,35.750317,0.205897,Americas
CL,2006,0.063,35.690712,0.2085314,Americas
CL,2007,0.063,35.945992,0.2207138,Americas
CL,2008,0.061,36.345104,0.2246546,Americas
CL,2009,0.061,35.20932,0.2239746,Americas
CL,2010,0.069,31.01432,0.2005422,Americas
CL,2011,0.069,27.18207,0.1943114,Americas
CL,2012,0.069,25.969025,0.1835552,Americas
CL,2013,0.079,26.471451,0.191687,Americas
CL,2014,0.078,26.923672,0.2022994,Americas
CL,2015,0.094,28.663628,0.244006,Americas
CL,2016,0.094,30.327766,0.2719892,Americas
CL,2017,0.082,30.336914,0.2921418,Americas
CR,1990,0.279,42.624649,,Americas
CR,1991,0.279,42.577351,,Americas
CR,1992,0.279,42.52375,,Americas
CR,1993,0.279,42.496307,,Americas
CR,1994,0.279,42.449043,,Americas
CR,1995,0.207,42.417397,,Americas
CR,1996,0.207,42.385738,0.36077152,Americas
CR,1997,0.207,42.338154,,Americas
CR,1998,0.207,42.288048,0.31900696,Americas
CR,1999,0.184,42.244827,,Americas
CR,2000,0.183,42.207577,0.32541822,Americas
CR,2001,0.183,42.173313,,Americas
CR,2002,0.183,42.132637,0.36649396,Americas
CR,2003,0.158,42.0979,0.35004896,Americas
CR,2004,0.158,42.064648,0.4154341,Americas
CR,2005,0.158,42.003117,0.4033318,Americas
CR,2006,0.174,41.922951,0.41102822,Americas
CR,2007,0.174,41.664959,0.39669474,Americas
CR,2008,0.174,41.374378,0.38963584,Americas
CR,2009,0.174,41.127701,0.34958634,Americas
CR,2010,0.17,40.864162,0.35836792,Americas
CR,2011,0.168,41.299984,0.37020916,Americas
CR,2012,0.17,41.826878,0.37634768,Americas
CR,2013,0.172,42.414768,0.37481974,Americas
CR,2014,0.167,42.962132,0.34891204,Americas
CR,2015,0.177,44.075291,0.3503145,Americas
CR,2016,0.186,44.670258,0.35115244,Americas
CR,2017,0.18,44.697445,0.40667196,Americas
TL,2002,0.428,58.187511,0.5427259,Asia
TL,2003,0.428,58.266533,0.54428052,Asia
TL,2004,0.428,58.372128,0.55907308,Asia
TL,2005,0.334,58.464169,0.61289676,Asia
TL,2006,0.334,58.546761,0.62047654,Asia
TL,2007,0.335,58.882172,0.63007074,Asia
TL,2008,0.335,57.97916,0.62947688,Asia
TL,2009,0.343,56.57457,0.66003252,Asia
TL,2010,0.343,55.681225,0.65189968,Asia
TL,2011,0.343,56.1931,0.6619481,Asia
TL,2012,0.343,54.950291,0.64718526,Asia
TL,2013,0.35,55.213024,0.63677574,Asia
TL,2014,0.379,55.742241,0.60528104,Asia
TL,2015,0.378,55.785088,0.60432578,Asia
TL,2016,0.378,55.796425,0.6021362,Asia
TL,2017,0.476,55.792984,0.60804498,Asia
EC,1990,0.638,63.418236,,Americas
EC,1991,0.638,63.566345,,Americas
EC,1992,0.638,63.721149,,Americas
EC,1993,0.642,63.858398,,Americas
EC,1994,0.637,64.005806,,Americas
EC,1995,0.651,64.155426,,Americas
EC,1996,0.66,64.297981,0.63697476,Americas
EC,1997,0.657,64.444839,,Americas
EC,1998,0.672,64.590477,0.66987648,Americas
EC,1999,0.68,64.71183,,Americas
EC,2000,0.673,64.865273,0.678847,Americas
EC,2001,0.673,65.00499,,Americas
EC,2002,0.673,65.143471,0.6772184,Americas
EC,2003,0.682,65.291183,0.65171568,Americas
EC,2004,0.681,65.428757,0.64065936,Americas
EC,2005,0.689,65.544975,0.64259102,Americas
EC,2006,0.672,65.654892,0.65026118,Americas
EC,2007,0.668,65.683464,0.65436378,Americas
EC,2008,0.648,65.474205,0.63742076,Americas
EC,2009,0.643,64.82737,0.66084408,Americas
EC,2010,0.633,63.266472,0.6546198,Americas
EC,2011,0.631,61.782429,0.64169012,Americas
EC,2012,0.635,60.520493,0.61561242,Americas
EC,2013,0.642,57.960201,0.61419082,Americas
EC,2014,0.642,57.152836,0.65098612,Americas
EC,2015,0.642,56.303246,0.63425066,Americas
EC,2016,0.638,56.143452,0.63606526,Americas
EC,2017,0.546,57.536011,0.61992368,Americas
FR,1990,0.08,28.289667,,Europe
FR,1991,0.08,28.11054,,Europe
FR,1992,0.08,27.927837,,Europe
FR,1993,0.08,27.755299,,Europe
FR,1994,0.08,27.597067,,Europe
FR,1995,0.08,27.427431,,Europe
FR,1996,0.08,27.241541,0.2505182,Europe
FR,1997,0.08,27.071407,,Europe
FR,1998,0.08,26.87097,0.2211954,Europe
FR,1999,0.08,26.686407,,Europe
FR,2000,0.073,26.503572,0.2263486,Europe
FR,2001,0.073,26.325815,,Europe
FR,2002,0.073,26.13533,0.2543304,Europe
FR,2003,0.073,25.955076,0.2301712,Europe
FR,2004,0.073,25.766756,0.2339142,Europe
FR,2005,0.073,25.554102,0.226763,Europe
FR,2006,0.073,25.3922,0.2072546,Europe
FR,2007,0.073,25.718214,0.2070784,Europe
FR,2008,0.073,27.115934,0.2185144,Europe
FR,2009,0.073,26.904329,0.2123516,Europe
FR,2010,0.072,24.823513,0.206724,Europe
FR,2011,0.073,24.463961,0.1935212,Europe
FR,2012,0.073,25.703741,0.2088424,Europe
FR,2013,0.069,26.40033,0.2340848,Europe
FR,2014,0.069,27.121038,0.2370606,Europe
FR,2015,0.069,26.757458,0.2388668,Europe
FR,2016,0.069,25.627686,0.2199714,Europe
FR,2017,0.063,25.311569,0.2481034,Europe
DE,1991,0.014,22.417707,,Europe
DE,1992,0.014,22.167374,,Europe
DE,1993,0.014,21.920855,,Europe
DE,1994,0.014,21.653839,,Europe
DE,1995,0.014,21.401638,,Europe
DE,1996,0.014,21.141502,0.1189566,Europe
DE,1997,0.014,20.873983,,Europe
DE,1998,0.015,20.622265,0.0892974,Europe
DE,1999,0.015,20.376028,,Europe
DE,2000,0.015,20.132292,0.1277872,Europe
DE,2001,0.015,19.890945,,Europe
DE,2002,0.015,19.645792,0.1121022,Europe
DE,2003,0.015,19.389887,0.1140084,Europe
DE,2004,0.015,19.141644,0.1275816,Europe
DE,2005,0.015,18.866522,0.1229974,Europe
DE,2006,0.015,18.576645,0.1393896,Europe
DE,2007,0.015,18.42853,0.152832,Europe
DE,2008,0.015,18.535418,0.1480374,Europe
DE,2009,0.016,18.266731,0.1489484,Europe
DE,2010,0.016,17.710838,0.144746,Europe
DE,2011,0.016,18.009373,0.1513454,Europe
DE,2012,0.016,18.663683,0.1340846,Europe
DE,2013,0.023,20.390347,0.1372378,Europe
DE,2014,0.023,21.947365,0.132324,Europe
DE,2015,0.027,23.088305,0.1324224,Europe
DE,2016,0.024,23.631203,0.1313164,Europe
DE,2017,0.024,23.843786,0.1317822,Europe
GT,1990,0.861,56.719021,,Americas
GT,1991,0.861,56.777721,,Americas
GT,1992,0.861,56.871559,,Americas
GT,1993,0.845,56.943951,,Americas
GT,1994,0.842,57.021732,,Americas
GT,1995,0.841,57.092819,,Americas
GT,1996,0.815,57.165394,0.67138884,Americas
GT,1997,0.814,57.232033,,Americas
GT,1998,0.807,57.297752,0.67178628,Americas
GT,1999,0.829,57.372459,,Americas
GT,2000,0.842,57.433575,0.65080386,Americas
GT,2001,0.842,57.514046,,Americas
GT,2002,0.842,57.602615,0.62908262,Americas
GT,2003,0.842,57.665703,0.65333006,Americas
GT,2004,0.813,57.757961,0.62185484,Americas
GT,2005,0.813,57.807262,0.63330342,Americas
GT,2006,0.813,57.875942,0.6611467,Americas
GT,2007,0.813,57.852325,0.64843524,Americas
GT,2008,0.805,58.210426,0.62953064,Americas
GT,2009,0.805,58.97657,0.60537118,Americas
GT,2010,0.797,59.250233,0.60644184,Americas
GT,2011,0.797,59.375923,0.6055956,Americas
GT,2012,0.797,58.719727,0.63175226,Americas
GT,2013,0.815,58.146641,0.62453112,Americas
GT,2014,0.815,57.980629,0.64719278,Americas
GT,2015,0.793,58.061359,0.64663982,Americas
GT,2016,0.745,58.076336,0.64796426,Americas
GT,2017,0.776,57.994171,0.64797336,Americas
IR,1990,0.657,48.999001,,Asia
IR,1991,0.657,48.998074,,Asia
IR,1992,0.657,48.998951,,Asia
IR,1993,0.657,49.000271,,Asia
IR,1994,0.657,49.002644,,Asia
IR,1995,0.657,49.013485,,Asia
IR,1996,0.657,49.025295,0.59612136,Asia
IR,1997,0.534,49.038216,,Asia
IR,1998,0.534,49.040043,0.59036192,Asia
IR,1999,0.534,49.049854,,Asia
IR,2000,0.534,49.045944,0.58024486,Asia
IR,2001,0.534,49.048611,,Asia
IR,2002,0.534,49.043934,0.53811504,Asia
IR,2003,0.55,49.050823,0.55343198,Asia
IR,2004,0.55,49.049465,0.57786458,Asia
IR,2005,0.791,49.048183,0.59655246,Asia
IR,2006,0.791,49.045078,0.5967258,Asia
IR,2007,0.791,49.039124,0.6096656,Asia
IR,2008,0.791,49.036983,0.65508786,Asia
IR,2009,0.804,49.021004,0.66787686,Asia
IR,2010,0.806,49.000675,0.68943028,Asia
IR,2011,0.806,48.975094,0.67457908,Asia
IR,2012,0.806,49.201065,0.65814496,Asia
IR,2013,0.807,51.681194,0.63743156,Asia
IR,2014,0.813,53.565556,0.62384094,Asia
IR,2015,0.813,53.424053,0.62091684,Asia
IR,2016,0.813,53.166164,0.64227768,Asia
IR,2017,0.826,52.54361,0.66233854,Asia
IQ,1990,0.828,57.268047,,Asia
IQ,1991,0.888,57.350239,,Asia
IQ,1992,0.888,57.4291,,Asia
IQ,1993,0.888,57.515614,,Asia
IQ,1994,0.888,57.594124,,Asia
IQ,1995,0.888,57.660881,,Asia
IQ,1996,0.888,57.731655,0.8204366,Asia
IQ,1997,0.888,57.757908,,Asia
IQ,1998,0.888,57.776279,0.7864284,Asia
IQ,1999,0.888,57.764095,,Asia
IQ,2000,0.887,57.756287,0.8001158,Asia
IQ,2001,0.887,57.713207,,Asia
IQ,2002,0.864,57.649731,0.7816448,Asia
IQ,2003,0.798,57.5509,0.7427254,Asia
IQ,2004,0.709,57.417221,0.7969548,Asia
IQ,2005,0.761,57.276852,0.7748034,Asia
IQ,2006,0.801,57.067303,0.7896862,Asia
IQ,2007,0.803,56.808956,0.7920954,Asia
IQ,2008,0.801,56.497131,0.79245,Asia
IQ,2009,0.801,56.107643,0.7653988,Asia
IQ,2010,0.805,55.967541,0.751762,Asia
IQ,2011,0.805,56.272137,0.7341308,Asia
IQ,2012,0.805,56.394203,0.7434682,Asia
IQ,2013,0.841,56.039265,0.755548,Asia
IQ,2014,0.824,57.213703,0.7667516,Asia
IQ,2015,0.824,58.117798,0.7737758,Asia
IQ,2016,0.827,58.732674,0.777393,Asia
IQ,2017,0.793,58.982998,0.7744266,Asia
IE,1990,0.156,24.279169,,Europe
IE,1991,0.156,24.060478,,Europe
IE,1992,0.104,23.848045,,Europe
IE,1993,0.104,23.640175,,Europe
IE,1994,0.104,23.408976,,Europe
IE,1995,0.104,23.194868,,Europe
IE,1996,0.085,22.96151,0.1582184,Europe
IE,1997,0.085,22.748058,,Europe
IE,1998,0.071,22.525846,0.1816002,Europe
IE,1999,0.062,22.320534,,Europe
IE,2000,0.061,22.118916,0.2134466,Europe
IE,2001,0.061,21.92025,,Europe
IE,2002,0.061,21.696896,0.218212,Europe
IE,2003,0.061,21.478973,0.2081496,Europe
IE,2004,0.061,21.261742,0.2421084,Europe
IE,2005,0.061,21.034349,0.1813004,Europe
IE,2006,0.062,20.785849,0.15793,Europe
IE,2007,0.063,20.544001,0.1502816,Europe
IE,2008,0.063,19.977003,0.1500266,Europe
IE,2009,0.054,19.245144,0.1481096,Europe
IE,2010,0.051,18.220264,0.1623462,Europe
IE,2011,0.047,17.421099,0.1874074,Europe
IE,2012,0.043,16.752132,0.2072684,Europe
IE,2013,0.045,16.2227,0.1922816,Europe
IE,2014,0.046,15.635319,0.179024,Europe
IE,2015,0.047,14.826401,0.1769258,Europe
IE,2016,0.047,14.645495,0.1833288,Europe
IE,2017,0.038,15.099472,0.190287,Europe
IT,1990,0.368,45.147366,,Europe
IT,1991,0.368,45.11187,,Europe
IT,1992,0.355,45.096958,,Europe
IT,1993,0.321,45.078346,,Europe
IT,1994,0.342,45.065105,,Europe
IT,1995,0.323,45.030594,,Europe
IT,1996,0.286,45.000141,0.41843048,Europe
IT,1997,0.286,44.973923,,Europe
IT,1998,0.286,44.97126,0.39643006,Europe
IT,1999,0.286,44.938202,,Europe
IT,2000,0.293,44.918365,0.35416854,Europe
IT,2001,0.311,44.888412,,Europe
IT,2002,0.311,44.849644,0.39063406,Europe
IT,2003,0.311,44.831825,0.3975154,Europe
IT,2004,0.311,44.810055,0.4248595,Europe
IT,2005,0.311,44.804848,0.4178951,Europe
IT,2006,0.271,44.951427,0.40323908,Europe
IT,2007,0.266,46.745441,0.43263512,Europe
IT,2008,0.314,49.62188,0.44597182,Europe
IT,2009,0.314,50.824802,0.46018786,Europe
IT,2010,0.286,49.754887,0.47461542,Europe
IT,2011,0.255,50.13533,0.46362722,Europe
IT,2012,0.255,50.976288,0.486765,Europe
IT,2013,0.22,50.917992,0.48967286,Europe
IT,2014,0.225,51.442142,0.50592832,Europe
IT,2015,0.225,50.058006,0.49674718,Europe
IT,2016,0.23,47.708652,0.48311864,Europe
IT,2017,0.211,47.007729,0.46228004,Europe
JO,1990,0.477,37.633118,,Asia
JO,1991,0.477,37.520603,,Asia
JO,1992,0.477,37.411362,,Asia
JO,1993,0.477,37.303577,,Asia
JO,1994,0.477,37.195644,,Asia
JO,1995,0.477,37.103436,,Asia
JO,1996,0.477,36.977901,0.5070815,Asia
JO,1997,0.477,36.867477,,Asia
JO,1998,0.477,36.763325,0.4803756,Asia
JO,1999,0.438,36.642773,,Asia
JO,2000,0.338,36.536785,0.48324008,Asia
JO,2001,0.38,36.423332,,Asia
JO,2002,0.38,36.292957,0.51042926,Asia
JO,2003,0.501,36.170708,0.43708818,Asia
JO,2004,0.501,36.05389,0.44888154,Asia
JO,2005,0.501,35.931606,0.44863906,Asia
JO,2006,0.501,35.839451,0.44813688,Asia
JO,2007,0.505,35.920273,0.44718812,Asia
JO,2008,0.505,36.00198,0.4287824,Asia
JO,2009,0.505,36.412804,0.46822308,Asia
JO,2010,0.505,37.663425,0.49176282,Asia
JO,2011,0.499,39.179134,0.47979426,Asia
JO,2012,0.499,38.871834,0.4855712,Asia
JO,2013,0.526,37.718346,0.48641738,Asia
JO,2014,0.525,35.998425,0.47286398,Asia
JO,2015,0.525,35.060387,0.44798542,Asia
JO,2016,0.5,33.286259,0.44694134,Asia
JO,2017,0.498,32.788418,0.44804644,Asia
LV,1996,0.357,49.363579,0.54066776,Europe
LV,1997,0.352,49.364063,,Europe
LV,1998,0.349,49.361439,0.46557996,Europe
LV,1999,0.332,49.377087,,Europe
LV,2000,0.31,49.390095,0.5144427,Europe
LV,2001,0.31,49.383099,,Europe
LV,2002,0.203,49.386009,0.49665206,Europe
LV,2003,0.198,49.400398,0.44460074,Europe
LV,2004,0.197,49.414803,0.46304432,Europe
LV,2005,0.199,49.403812,0.4240761,Europe
LV,2006,0.239,49.458843,0.42602718,Europe
LV,2007,0.199,49.656017,0.4295192,Europe
LV,2008,0.192,50.050766,0.44902272,Europe
LV,2009,0.178,50.224541,0.45474518,Europe
LV,2010,0.146,49.452446,0.45433858,Europe
LV,2011,0.147,47.76395,0.44267046,Europe
LV,2012,0.144,46.640736,0.4509082,Europe
LV,2013,0.112,45.332031,0.43431688,Europe
LV,2014,0.106,44.847939,0.41692692,Europe
LV,2015,0.106,44.392132,0.40636478,Europe
LV,2016,0.144,44.353661,0.41377234,Europe
LV,2017,0.174,44.920647,0.39283504,Europe
LS,1996,0.456,53.666607,0.48269102,Africa
LS,1997,0.456,53.712524,,Africa
LS,1998,0.582,53.758648,0.49189684,Africa
LS,1999,0.582,53.809574,,Africa
LS,2000,0.582,53.863438,0.50074774,Africa
LS,2001,0.582,53.912415,,Africa
LS,2002,0.564,53.955673,0.5186359,Africa
LS,2003,0.548,54.00301,0.5341284,Africa
LS,2004,0.548,54.066666,0.51978368,Africa
LS,2005,0.548,54.106876,0.49566262,Africa
LS,2006,0.548,54.186398,0.49957116,Africa
LS,2007,0.548,54.306522,0.51376932,Africa
LS,2008,0.548,54.001694,0.49005838,Africa
LS,2009,0.548,53.425171,0.4688169,Africa
LS,2010,0.548,53.845322,0.46628594,Africa
LS,2011,0.548,53.782379,0.4697358,Africa
LS,2012,0.53,51.746338,0.47571406,Africa
LS,2013,0.472,48.81538,0.44488078,Africa
LS,2014,0.472,45.728031,0.46189602,Africa
LS,2015,0.531,47.078617,0.48749264,Africa
LS,2016,0.508,49.914848,0.50450524,Africa
LS,2017,0.475,51.57317,0.5061893,Africa
LR,1990,0.878,50.941479,,Africa
LR,1991,0.837,50.967083,,Africa
LR,1992,0.837,50.979012,,Africa
LR,1993,0.837,50.994087,,Africa
LR,1994,0.837,50.998531,,Africa
LR,1995,0.854,51.003044,,Africa
LR,1996,0.864,51.008495,0.8000282,Africa
LR,1997,0.929,51.011536,,Africa
LR,1998,0.929,51.023357,0.8403104,Africa
LR,1999,0.929,51.01804,,Africa
LR,2000,0.917,51.014809,0.7989704,Africa
LR,2001,0.917,51.017056,,Africa
LR,2002,0.917,51.002724,0.7576118,Africa
LR,2003,0.917,50.994007,0.7525176,Africa
LR,2004,0.889,50.980598,0.7631776,Africa
