t_survey_name,t_survey_edition,t_country_l1u,t_country_set,t_country_year,t_gender,t_age,t_edu,t_school_yrs,t_case_id,t_weight_l1u_2,s_income_hh,t_income_hh,t_income_hh_rank_100,t_income_hh_prop_100,t_income_hh_distrib,c_income_hh_scale_length,s_income_personal,t_income_personal,t_income_personal_rank_100,t_income_personal_prop_100,t_income_personal_distrib,c_income_personal_scale_length,survey,hhinc_prop_mis,persinc_prop_mis,hhinc_kurt,hhinc_skew,hhinc_scale_length,persinc_kurt,persinc_skew,persinc_scale_length,pcor_hhinc_persinc,scor_hhinc_persinc
AFB,2,MZ,1,2002,1,32,0,,21901,1.36491000652313,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,,0,,20745,0.0765599980950356,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,24,0,,21069,1.32714998722076,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,41,0,,21116,3.41546010971069,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,38,0,,21202,1.88819003105164,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21324,0.638010025024414,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,21,0,,21538,0.260960012674332,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21833,2.62286996841431,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21834,2.62286996841431,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21845,0.818599998950958,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,,0,,21907,1.36491000652313,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,,,,20796,0.173960000276566,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,27,0,,21228,0.971509993076324,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,19,30,,21578,0.377409994602203,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,,,,21630,0.362789988517761,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,19,0,,21631,0.362789988517761,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,,10,,21638,0.362789988517761,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,46,0,,21923,4.53017997741699,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,39,0,,20905,1.07223999500275,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,20783,0.31810000538826,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21053,0.545109987258911,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,32,0,,21101,5.41396999359131,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,36,0,,21138,2.77344989776611,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,,0,,21146,2.77344989776611,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21234,0.410860002040863,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,,,21390,0.644089996814728,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,51,0,,21488,0.428250014781952,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,,0,,21534,0.260960012674332,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21535,0.260960012674332,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,60,0,,21921,0.666930019855499,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,30,0,,21088,1.32056999206543,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,26,0,,21293,1.56628000736237,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,,0,,21387,0.644089996814728,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,18,10,,21455,0.738910019397736,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,30,0,,21620,0.332390010356903,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,,,20794,0.173960000276566,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,53,0,,20917,0.842320024967194,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,18,0,,20919,0.842320024967194,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,29,0,,21125,3.41546010971069,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21174,1.24003994464874,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,40,0,,21176,1.24003994464874,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,38,10,,21227,0.971509993076324,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,46,0,,21231,0.971509993076324,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21278,0.676379978656769,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,19,0,,21281,0.676379978656769,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,24,0,,21285,1.56628000736237,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,32,0,,21310,1.37530994415283,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,25,0,,21331,1.25336003303528,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,19,0,,21341,0.10198999941349,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,,0,,21388,0.644089996814728,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21410,0.309320002794266,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,25,0,,21431,0.834249973297119,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,42,0,,21483,0.538689970970154,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,29,10,,21511,0.442860007286072,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,26,10,,21525,0.308279991149902,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,44,0,,21526,0.308279991149902,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,19,10,,21527,0.308279991149902,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21533,0.260960012674332,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,50,0,,21539,0.260960012674332,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,50,0,,21542,0.260960012674332,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,21,0,,21567,0.536899983882904,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,32,0,,21571,0.536899983882904,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,28,0,,21600,1.2624499797821,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,45,0,,21839,0.818599998950958,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,25,0,,21854,1.13573002815247,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,49,0,,21986,0.34604999423027,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,40,0,,20886,0.789269983768463,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,33,0,,20974,0.271100014448166,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,52,0,,21226,0.971509993076324,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,57,0,,21232,0.971509993076324,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,57,0,,20619,0.396039992570877,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,20743,0.0765599980950356,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,20750,0.0765599980950356,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,20762,0.296369999647141,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,65,0,,20803,2.67389988899231,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,20969,0.271100014448166,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21268,0.312260001897812,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,45,0,,21323,0.638010025024414,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21360,0.470519989728928,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,23,0,,21436,0.834249973297119,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,39,0,,21439,1.03446996212006,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21464,1.06284999847412,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,78,0,,21820,4.50725984573364,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21850,1.13573002815247,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,23,0,,21856,1.13573002815247,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21857,1.13573002815247,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,30,0,,21882,5.04201984405518,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,51,0,,21883,5.04201984405518,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,42,0,,21926,4.53017997741699,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,21853,1.13573002815247,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,23,10,,20848,0.192179992794991,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,43,0,,20860,1.90541994571686,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,20877,0.605139970779419,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,0,,20900,1.07223999500275,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,45,0,,21086,1.32056999206543,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,35,0,,21206,1.88819003105164,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,49,0,,21404,0.309320002794266,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,21,0,,21860,1.13573002815247,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,20,0,,21924,4.53017997741699,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,19,10,,20719,1.48135995864868,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,25,0,,20751,0.0765599980950356,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,58,0,,20758,0.296369999647141,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,31,0,,21104,2.9653000831604,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,,10,,21151,0.755320012569428,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,30,10,,21272,0.676379978656769,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,28,0,,21311,1.37530994415283,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,40,0,,21342,0.10198999941349,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,0,35,0,,21354,0.470519989728928,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
AFB,2,MZ,1,2002,1,30,,,21369,0.437440007925034,0,0,0,0,25,7,"",,,,,,AFB2MZ1,0.394435707233537,0.768177330432579,0.31585623035684,0.986955396496811,7,,,,,
