survey,t_survey_name,t_survey_edition,t_income_hh_prop_100
EQLS3PL1,EQLS,3,3.67000007629395
EQLS3PL1,EQLS,3,3.67000007629395
EQLS3PL1,EQLS,3,3.67000007629395
EQLS3PL1,EQLS,3,3.67000007629395
EQLS3PL1,EQLS,3,3.67000007629395
EQLS3PL1,EQLS,3,3.67000007629395
EQLS3PL1,EQLS,3,3.67000007629395
EQLS3PL1,EQLS,3,3.6800000667572
EQLS3PL1,EQLS,3,3.88000011444092
EQLS3PL1,EQLS,3,3.92000007629395
EQLS3PL1,EQLS,3,3.92000007629395
EQLS3PL1,EQLS,3,4.03000020980835
EQLS3PL1,EQLS,3,4.07999992370605
EQLS3PL1,EQLS,3,4.07999992370605
EQLS3PL1,EQLS,3,4.07999992370605
EQLS3PL1,EQLS,3,4.07999992370605
EQLS3PL1,EQLS,3,4.07999992370605
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.09000015258789
EQLS3PL1,EQLS,3,4.13000011444092
EQLS3PL1,EQLS,3,4.21000003814697
EQLS3PL1,EQLS,3,4.21000003814697
EQLS3PL1,EQLS,3,4.21999979019165
EQLS3PL1,EQLS,3,4.25
EQLS3PL1,EQLS,3,4.30000019073486
EQLS3PL1,EQLS,3,4.34000015258789
EQLS3PL1,EQLS,3,4.36999988555908
EQLS3PL1,EQLS,3,4.38000011444092
EQLS3PL1,EQLS,3,4.5
EQLS3PL1,EQLS,3,4.5
EQLS3PL1,EQLS,3,4.5
EQLS3PL1,EQLS,3,4.5
EQLS3PL1,EQLS,3,4.5
EQLS3PL1,EQLS,3,4.5
EQLS3PL1,EQLS,3,4.5
EQLS3PL1,EQLS,3,4.5
EQLS3PL1,EQLS,3,4.5
EQLS3PL1,EQLS,3,4.5
EQLS3PL1,EQLS,3,4.5
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.67000007629395
EQLS3PL1,EQLS,3,4.71000003814697
EQLS3PL1,EQLS,3,4.71000003814697
EQLS3PL1,EQLS,3,4.84000015258789
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,4.92000007629395
EQLS3PL1,EQLS,3,5.05000019073486
EQLS3PL1,EQLS,3,5.05000019073486
EQLS3PL1,EQLS,3,5.09000015258789
EQLS3PL1,EQLS,3,5.13000011444092
EQLS3PL1,EQLS,3,5.13000011444092
EQLS3PL1,EQLS,3,5.13000011444092
EQLS3PL1,EQLS,3,5.13000011444092
EQLS3PL1,EQLS,3,5.17000007629395
EQLS3PL1,EQLS,3,5.17000007629395
EQLS3PL1,EQLS,3,5.21000003814697
EQLS3PL1,EQLS,3,5.25
EQLS3PL1,EQLS,3,5.34000015258789
EQLS3PL1,EQLS,3,5.34000015258789
EQLS3PL1,EQLS,3,5.34000015258789
EQLS3PL1,EQLS,3,5.34000015258789
EQLS3PL1,EQLS,3,5.34000015258789
EQLS3PL1,EQLS,3,5.34000015258789
EQLS3PL1,EQLS,3,5.34000015258789
EQLS3PL1,EQLS,3,5.34000015258789
EQLS3PL1,EQLS,3,5.34000015258789
EQLS3PL1,EQLS,3,5.34000015258789
EQLS3PL1,EQLS,3,5.34000015258789
EQLS3PL1,EQLS,3,5.34000015258789
EQLS3PL1,EQLS,3,5.38000011444092
EQLS3PL1,EQLS,3,5.40000009536743
EQLS3PL1,EQLS,3,5.42000007629395
EQLS3PL1,EQLS,3,5.55000019073486
EQLS3PL1,EQLS,3,5.59000015258789
EQLS3PL1,EQLS,3,5.6399998664856
EQLS3PL1,EQLS,3,5.75
EQLS3PL1,EQLS,3,5.75
EQLS3PL1,EQLS,3,5.75
EQLS3PL1,EQLS,3,5.75
EQLS3PL1,EQLS,3,5.75
EQLS3PL1,EQLS,3,5.75
EQLS3PL1,EQLS,3,5.75
EQLS3PL1,EQLS,3,5.75
EQLS3PL1,EQLS,3,5.75
EQLS3PL1,EQLS,3,5.75
EQLS3PL1,EQLS,3,5.75
EQLS3PL1,EQLS,3,5.75
EQLS3PL1,EQLS,3,5.84000015258789
EQLS3PL1,EQLS,3,5.96000003814697
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.17000007629395
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.28000020980835
EQLS3PL1,EQLS,3,6.30999994277954
EQLS3PL1,EQLS,3,6.38000011444092
EQLS3PL1,EQLS,3,6.42000007629395
EQLS3PL1,EQLS,3,6.59000015258789
EQLS3PL1,EQLS,3,6.59000015258789
EQLS3PL1,EQLS,3,6.59000015258789
EQLS3PL1,EQLS,3,6.59000015258789
EQLS3PL1,EQLS,3,6.59000015258789
EQLS3PL1,EQLS,3,6.59000015258789
EQLS3PL1,EQLS,3,6.59000015258789
EQLS3PL1,EQLS,3,6.59000015258789
EQLS3PL1,EQLS,3,6.59000015258789
EQLS3PL1,EQLS,3,6.59000015258789
EQLS3PL1,EQLS,3,6.59000015258789
EQLS3PL1,EQLS,3,6.59000015258789
EQLS3PL1,EQLS,3,7.01000022888184
EQLS3PL1,EQLS,3,7.01000022888184
EQLS3PL1,EQLS,3,7.01000022888184
EQLS3PL1,EQLS,3,7.01000022888184
EQLS3PL1,EQLS,3,7.01000022888184
EQLS3PL1,EQLS,3,7.01000022888184
EQLS3PL1,EQLS,3,7.01000022888184
EQLS3PL1,EQLS,3,7.01000022888184
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.42000007629395
EQLS3PL1,EQLS,3,7.59000015258789
EQLS3PL1,EQLS,3,7.67000007629395
EQLS3PL1,EQLS,3,7.71000003814697
EQLS3PL1,EQLS,3,7.84000015258789
EQLS3PL1,EQLS,3,7.84000015258789
EQLS3PL1,EQLS,3,7.84000015258789
EQLS3PL1,EQLS,3,7.84000015258789
EQLS3PL1,EQLS,3,7.84000015258789
EQLS3PL1,EQLS,3,7.84000015258789
EQLS3PL1,EQLS,3,7.84000015258789
EQLS3PL1,EQLS,3,7.84000015258789
EQLS3PL1,EQLS,3,7.96000003814697
EQLS3PL1,EQLS,3,7.98000001907349
EQLS3PL1,EQLS,3,8.05000019073486
EQLS3PL1,EQLS,3,8.05000019073486
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.26000022888184
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.38000011444092
EQLS3PL1,EQLS,3,8.47000026702881
EQLS3PL1,EQLS,3,8.67000007629395
EQLS3PL1,EQLS,3,8.67000007629395
EQLS3PL1,EQLS,3,8.67000007629395
EQLS3PL1,EQLS,3,8.67000007629395
EQLS3PL1,EQLS,3,8.67000007629395
EQLS3PL1,EQLS,3,8.67000007629395
EQLS3PL1,EQLS,3,8.67000007629395
EQLS3PL1,EQLS,3,8.67000007629395
EQLS3PL1,EQLS,3,8.67000007629395
EQLS3PL1,EQLS,3,8.92000007629395
EQLS3PL1,EQLS,3,9.09000015258789
EQLS3PL1,EQLS,3,9.09000015258789
EQLS3PL1,EQLS,3,9.09000015258789
EQLS3PL1,EQLS,3,9.09000015258789
EQLS3PL1,EQLS,3,9.09000015258789
EQLS3PL1,EQLS,3,9.09000015258789
EQLS3PL1,EQLS,3,9.09000015258789
EQLS3PL1,EQLS,3,9.09000015258789
EQLS3PL1,EQLS,3,9.09000015258789
EQLS3PL1,EQLS,3,9.09000015258789
EQLS3PL1,EQLS,3,9.09000015258789
EQLS3PL1,EQLS,3,9.09000015258789
EQLS3PL1,EQLS,3,9.09000015258789
EQLS3PL1,EQLS,3,9.09000015258789
EQLS3PL1,EQLS,3,9.51000022888184
EQLS3PL1,EQLS,3,9.51000022888184
EQLS3PL1,EQLS,3,9.51000022888184
EQLS3PL1,EQLS,3,9.51000022888184
EQLS3PL1,EQLS,3,9.51000022888184
EQLS3PL1,EQLS,3,9.51000022888184
EQLS3PL1,EQLS,3,9.51000022888184
EQLS3PL1,EQLS,3,9.51000022888184
EQLS3PL1,EQLS,3,9.51000022888184
EQLS3PL1,EQLS,3,9.51000022888184
EQLS3PL1,EQLS,3,9.51000022888184
EQLS3PL1,EQLS,3,9.51000022888184
EQLS3PL1,EQLS,3,9.51000022888184
EQLS3PL1,EQLS,3,9.92000007629395
EQLS3PL1,EQLS,3,9.92000007629395
EQLS3PL1,EQLS,3,9.92000007629395
EQLS3PL1,EQLS,3,9.92000007629395
EQLS3PL1,EQLS,3,9.92000007629395
EQLS3PL1,EQLS,3,9.92000007629395
EQLS3PL1,EQLS,3,10.3000001907349
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
EQLS3PL1,EQLS,3,10.3400001525879
