t_survey_name,t_survey_edition,t_country_l1u,t_country_year,survey,t_gender,hhinc_mean,persinc_mean,hhinc_prop_mis,persinc_prop_mis,hhinc_kurt,hhinc_skew,hhinc_scale_length,persinc_kurt,persinc_skew,persinc_scale_length,pcor_hhinc_persinc,scor_hhinc_persinc,scor_persinc_edu,scor_persinc_yrsedu,scor_hhinc_edu,scor_hhinc_yrsedu,scor_edu_yrsedu,n
WVS,3,ME,1996,WVS3ME1,1,49.4044637424605,,0.104,1,-1.2984145347442,0.0313141110631181,10,,,,,,,,0.373264306956981,,,125
WVS,3,MK,1998,WVS3MK1,0,49.0849994603325,,0.33852140077821,1,-1.18625031527327,0.00112642099901108,10,,,,,,,,0.335618067592264,,,514
WVS,3,MK,1998,WVS3MK1,1,46.4270029067993,,0.382536382536383,1,-1.24313091248186,0.16899711404939,10,,,,,,,,0.409949591839057,,,481
WVS,3,MX,1996,WVS3MX1,0,31.4909791362712,,0.0938566552901024,1,0.0171829668082806,0.796670748652875,10,,,,,,,,0.442090766430726,0.382963299890026,0.777298170945742,1172
WVS,3,MX,1996,WVS3MX1,1,29.7899403808141,,0.122502172024327,1,0.286355280187272,0.940330876304674,10,,,,,,,,0.413260228798325,0.343238058672908,0.78227197687649,1151
WVS,3,NG,1995,WVS3NG1,0,49.1785096125464,,0.145129224652087,1,-0.804372363053366,-0.145040825512942,10,,,,,,,,0.493216510924374,0.292471365546066,0.653699690101174,1006
WVS,3,NG,1995,WVS3NG1,1,47.3695393743769,,0.173737373737374,1,-0.805380764886684,-0.0632557735400524,10,,,,,,,,0.487262626450513,0.25603934197293,0.631665392105952,990
WVS,3,NO,1996,WVS3NO1,0,52.8580729185042,,0.0546448087431694,1,-1.21758735302228,-0.0482220046927082,10,,,,,,,,0.251220845050041,0.20831602355341,0.705042909049654,549
WVS,3,NO,1996,WVS3NO1,1,47.15289799952,,0.0986159169550173,1,-1.25140749277992,0.0443097071287184,10,,,,,,,,0.301567077787035,0.248016021084678,0.710325685264755,578
WVS,3,NZ,1998,WVS3NZ1,0,57.1872616135885,,0.0649350649350649,1,-1.00115301011236,-0.269985604226936,10,,,,,,,,0.35419698922216,,,539
WVS,3,NZ,1998,WVS3NZ1,1,52.7636485042342,,0.110260336906585,1,-1.15718246269148,-0.140320832307156,10,,,,,,,,0.349387945557236,,,653
WVS,3,PE,1996,WVS3PE1,0,30.6571146245059,,0.152428810720268,1,-0.0793207023575371,0.773152072604609,9,,,,,,,,0.380079064113837,0.299481267249141,0.614063347902458,597
