idno,cntry,pspwght,polintr,nwspol,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,pstplonl,eduyrs,eisced,isco08,domicil,agea,gndr,hincfel,hinctnta,hhmmb,female,city,age,age_10,hhsize5
1424,PL,1.14178490638733,1,2,2,1,1,1,1,1,1,1,1,13,4,2359,2,20,2,2,6,3,1,1,20,2,3
1433,PL,0.97070848941803,1,1,2,1,1,1,1,1,1,1,1,11,3,,3,35,2,2,3,4,1,0,35,3.5,4
1435,PL,1.05892598628998,1,1,2,1,1,1,1,1,1,1,1,8,2,9313,3,51,1,2,7,2,0,0,51,5.1,2
1436,PL,0.843640327453613,1,2,2,1,1,1,1,1,1,1,1,7,2,9329,5,71,1,1,3,2,0,0,71,7.1,2
1442,PL,0.875169694423676,2,2,2,1,,,,,,,,14,5,1420,1,66,2,3,7,2,1,1,66,6.6,2
1443,PL,1.14083218574524,1,2,2,,1,1,2,1,1,1,2,14,4,210,1,42,1,3,,4,0,1,42,4.2,4
1447,PL,1.14021027088165,1,1,,1,1,1,1,1,1,1,1,9,2,9510,4,17,1,2,,6,0,0,17,1.7,5
1454,PL,0.953904986381531,1,2,2,1,1,1,1,1,1,1,1,13,4,5223,4,26,2,2,8,4,1,0,26,2.6,4
1459,PL,1.03323471546173,1,2,1,1,1,1,1,1,1,1,1,13,3,3434,3,26,1,2,8,7,0,0,26,2.6,5
1484,PL,1.09844648838043,1,,,1,1,1,1,1,1,1,1,8,2,9329,3,31,1,2,,5,0,0,31,3.1,5
1487,PL,1.22790050506592,1,2,1,1,1,1,1,1,1,1,1,12,4,5141,3,29,2,2,,2,1,0,29,2.9,2
1489,PL,1.03360557556152,1,2,1,1,1,1,1,2,2,2,2,15,4,3332,1,33,2,3,10,2,1,1,33,3.3,2
1493,PL,1.01538014411926,1,2,2,1,1,1,1,1,1,1,1,11,2,5221,4,54,1,1,4,2,0,0,54,5.4,2
1496,PL,1.14387321472168,1,1,2,1,1,1,1,2,1,1,1,12,3,3251,4,53,2,2,4,4,1,0,53,5.3,4
1513,PL,0.971308827400208,1,2,1,1,1,1,1,1,1,1,1,11,2,7531,4,32,2,2,4,3,1,0,32,3.2,3
1524,PL,0.843640327453613,1,,2,2,1,1,1,1,1,1,1,11,2,7233,4,60,1,2,4,5,0,0,60,6,5
1529,PL,0.928000926971436,1,2,2,1,1,1,1,1,1,1,1,8,2,6130,4,60,2,2,6,2,1,0,60,6,2
1543,PL,0.882973611354828,1,1,2,1,1,1,1,1,1,1,1,10,2,8157,4,69,2,1,1,1,1,0,69,6.9,1
1548,PL,0.908187329769135,1,1,2,1,1,1,1,1,1,1,1,17,5,2513,3,31,1,2,6,3,0,0,31,3.1,3
1556,PL,0.852648794651032,1,1,2,1,1,1,1,1,1,1,1,12,3,5230,3,28,2,2,5,3,1,0,28,2.8,3
1557,PL,0.968395709991455,1,2,2,1,1,1,1,1,1,1,1,10,2,8332,3,68,1,2,6,2,0,0,68,6.8,2
1563,PL,1.04621529579163,1,1,2,1,1,1,1,1,1,1,1,14,3,5222,1,29,2,3,7,4,1,1,29,2.9,4
1565,PL,0.867267310619354,1,2,2,1,1,1,1,1,1,1,1,10,2,9321,3,59,2,2,,3,1,0,59,5.9,3
1566,PL,1.07360327243805,1,2,2,1,1,1,1,1,1,1,1,12,4,5221,1,61,2,2,6,2,1,1,61,6.1,2
1571,PL,0.784097135066986,1,2,2,1,1,1,1,1,1,1,1,12,4,,4,19,2,2,,5,1,0,19,1.9,5
1589,PL,0.861347854137421,2,2,2,2,1,1,1,1,1,2,1,17,7,2359,3,57,2,2,8,3,1,0,57,5.7,3
1591,PL,1.14454054832459,1,2,2,1,1,1,1,1,1,1,1,20,7,1345,3,53,2,2,8,4,1,0,53,5.3,4
1596,PL,1.06244730949402,1,2,1,1,1,1,1,1,1,1,1,12,3,4224,4,21,2,2,,5,1,0,21,2.1,5
1598,PL,0.964753806591034,1,2,2,1,1,1,1,1,1,1,1,16,7,1321,1,70,1,2,,2,0,1,70,7,2
1602,PL,1.20954310894012,1,1,2,1,1,1,1,1,1,1,1,11,2,7233,3,42,1,2,5,4,0,0,42,4.2,4
1603,PL,1.13710045814514,1,2,2,1,1,1,1,2,1,,1,15,5,8322,1,41,1,1,3,1,0,1,41,4.1,1
1608,PL,0.936974585056305,1,1,1,1,1,1,1,1,1,1,1,12,4,,1,24,1,2,5,5,0,1,24,2.4,5
1611,PL,0.738549113273621,2,2,2,1,1,1,1,1,1,1,1,11,2,1321,1,55,1,2,,4,0,1,55,5.5,4
1612,PL,0.953562259674072,1,2,2,1,1,1,1,1,1,1,1,14,3,3122,4,32,1,2,4,2,0,0,32,3.2,2
1615,PL,0.93265688419342,1,2,1,1,1,1,1,1,1,1,1,12,4,9111,4,52,2,3,,2,1,0,52,5.2,2
1618,PL,1.01538014411926,1,1,2,1,1,1,1,1,1,1,1,12,4,7510,4,40,1,2,7,5,0,0,40,4,5
1620,PL,0.934407114982605,1,2,2,1,1,1,1,1,1,1,2,19,5,9214,1,31,1,2,,3,0,1,31,3.1,3
1622,PL,0.909263432025909,1,2,2,2,2,2,2,1,2,1,1,11,4,3112,3,70,1,2,5,2,0,0,70,7,2
1629,PL,0.883519291877747,1,2,2,1,1,1,1,1,1,1,1,18,7,2421,3,58,2,2,8,2,1,0,58,5.8,2
1635,PL,0.901012480258942,1,1,2,1,1,1,1,1,1,1,1,14,3,6121,4,49,2,2,7,3,1,0,49,4.9,3
1639,PL,1.06345665454865,1,2,2,1,1,1,1,1,1,1,1,12,3,1311,4,83,1,2,5,2,0,0,83,8.3,2
1641,PL,1.03298473358154,1,1,2,1,1,1,1,1,1,1,1,12,2,7120,3,47,1,2,5,4,0,0,47,4.7,4
1650,PL,0.904275000095367,1,2,2,1,1,1,1,1,1,1,1,10,2,7222,3,67,1,2,3,2,0,0,67,6.7,2
1666,PL,0.885072827339172,1,2,2,1,1,1,1,2,1,1,1,15,6,2144,3,34,1,2,,3,0,0,34,3.4,3
1668,PL,1.04725253582001,1,1,1,1,1,1,1,1,1,1,1,7,2,6130,4,69,2,2,,1,1,0,69,6.9,1
1673,PL,1.03888261318207,1,2,,1,1,1,1,2,2,1,2,11,2,,3,18,2,2,10,3,1,0,18,1.8,3
1677,PL,0.85434752702713,1,2,2,1,1,1,1,1,1,1,1,14,5,3222,3,69,2,2,7,2,1,0,69,6.9,2
1683,PL,0.917412877082825,1,1,2,1,1,1,1,1,1,1,1,17,7,1211,1,37,2,3,8,3,1,1,37,3.7,3
1686,PL,1.09381985664368,1,2,1,1,1,1,1,1,1,1,1,11,4,3313,1,77,2,2,2,1,1,1,77,7.7,1
1689,PL,1.13605058193207,1,2,1,1,1,1,1,1,1,1,1,15,3,4321,3,32,1,2,,6,0,0,32,3.2,5
1710,PL,1.02132999897003,1,2,1,1,1,1,1,1,1,1,1,13,4,3322,3,36,1,2,8,2,0,0,36,3.6,2
1713,PL,0.987297594547272,1,2,2,1,1,1,1,1,1,1,1,13,4,7522,1,46,1,2,,3,0,1,46,4.6,3
1715,PL,0.790431141853333,1,2,2,1,1,1,1,1,1,1,1,13,3,3313,1,69,2,2,3,2,1,1,69,6.9,2
1717,PL,1.07648515701294,1,1,2,1,1,1,1,1,1,1,1,17,7,2221,4,25,2,2,,4,1,0,25,2.5,4
1724,PL,1.13317167758942,1,2,1,1,1,1,1,1,1,1,1,9,2,6129,4,24,1,2,6,2,0,0,24,2.4,2
1727,PL,0.785498023033142,1,1,2,1,1,1,1,1,1,1,1,17,7,3351,3,35,2,3,9,4,1,0,35,3.5,4
1737,PL,0.907294452190399,1,1,2,1,1,1,1,1,1,1,2,16,6,,4,25,1,1,7,3,0,0,25,2.5,3
1748,PL,1.14269161224365,1,2,2,1,1,1,1,1,1,1,1,16,6,2141,3,66,1,2,9,2,0,0,66,6.6,2
1752,PL,1.14021027088165,1,2,2,1,1,1,1,1,1,1,1,13,3,3115,4,23,1,3,8,6,0,0,23,2.3,5
1784,PL,0.834628939628601,1,2,2,1,1,1,1,1,1,1,1,13,4,3143,4,51,1,2,7,2,0,0,51,5.1,2
1787,PL,0.921208500862122,1,1,2,2,1,1,1,1,1,1,1,12,2,1321,4,30,1,2,,5,0,0,30,3,5
1808,PL,0.834628939628601,1,2,1,1,1,1,1,1,1,1,1,13,4,7214,4,50,1,2,4,3,0,0,50,5,3
1823,PL,0.851154983043671,2,2,2,1,1,1,1,1,1,1,1,13,4,1323,1,81,1,2,,2,0,1,81,8.1,2
1829,PL,0.953904986381531,1,2,2,1,1,1,1,1,1,1,1,15,5,4311,4,32,2,2,7,3,1,0,32,3.2,3
1830,PL,1.04725253582001,1,2,2,1,1,1,1,1,1,1,1,13,4,7522,4,62,2,2,7,2,1,0,62,6.2,2
1833,PL,0.927644848823547,1,1,2,1,1,1,1,1,1,1,1,12,4,4211,4,46,2,2,8,6,1,0,46,4.6,5
1844,PL,0.762804388999939,1,2,1,1,1,1,1,1,1,1,1,13,4,4311,4,58,2,1,5,2,1,0,58,5.8,2
1847,PL,0.970959961414337,1,1,1,1,1,1,1,1,1,1,1,11,2,9112,4,20,1,2,,4,0,0,20,2,4
1854,PL,1.21473979949951,1,2,2,1,1,1,1,1,1,1,1,11,4,1211,3,74,2,2,2,2,1,0,74,7.4,2
1871,PL,1.23091018199921,1,1,2,1,1,1,1,1,1,1,1,13,3,3113,3,45,1,2,7,4,0,0,45,4.5,4
1874,PL,0.927644848823547,1,2,2,2,1,1,1,1,1,1,1,19,7,2113,4,38,2,3,10,4,1,0,38,3.8,4
1875,PL,0.870647013187408,2,2,2,1,1,1,1,1,1,1,1,11,2,9613,3,58,1,2,7,3,0,0,58,5.8,3
1880,PL,1.04433357715607,1,2,2,1,1,1,1,1,1,1,1,10,2,3122,4,42,2,2,7,4,1,0,42,4.2,4
1889,PL,1.05264234542847,1,1,2,1,1,1,1,1,1,1,1,10,2,5211,4,53,2,1,5,4,1,0,53,5.3,4
1890,PL,1.12498378753662,1,1,2,1,1,1,1,1,1,1,1,12,4,3221,3,58,2,2,7,2,1,0,58,5.8,2
1891,PL,1.05843424797058,1,2,2,1,1,1,1,1,1,1,1,18,6,1321,4,40,1,2,10,2,0,0,40,4,2
1895,PL,1.03390574455261,1,2,2,1,1,1,1,1,1,1,1,12,3,3115,4,39,1,2,,2,0,0,39,3.9,2
1900,PL,1.17758131027222,1,2,2,2,1,1,1,2,1,1,1,18,6,1211,1,56,2,1,1,1,1,1,56,5.6,1
1905,PL,1.04738783836365,1,2,2,1,1,1,1,1,1,1,1,7,2,,4,77,2,2,5,2,1,0,77,7.7,2
1908,PL,1.24634993076324,2,2,2,1,1,1,1,1,1,1,1,13,5,8322,3,69,1,2,3,2,0,0,69,6.9,2
1910,PL,1.1518542766571,1,1,1,1,1,1,1,1,1,1,1,12,4,8131,3,39,2,2,9,4,1,0,39,3.9,4
1911,PL,1.19455635547638,1,2,2,1,1,1,1,1,1,1,1,10,2,5223,3,68,2,2,5,2,1,0,68,6.8,2
1920,PL,1.04171681404114,1,2,,1,1,1,1,1,1,1,1,9,2,,3,16,1,2,6,4,0,0,16,1.6,4
1921,PL,0.844535410404205,1,2,2,1,1,1,1,1,1,1,2,16,7,1223,3,73,1,2,,2,0,0,73,7.3,2
1925,PL,0.769404649734497,1,2,2,1,1,1,1,1,1,1,1,17,7,,3,51,1,2,,3,0,0,51,5.1,3
1926,PL,1.04738783836365,1,2,2,2,1,1,1,2,1,1,1,10,2,7318,4,66,2,2,5,2,1,0,66,6.6,2
1932,PL,1.04738783836365,1,1,1,1,1,1,1,1,1,1,1,7,2,6130,4,74,2,1,1,1,1,0,74,7.4,1
1938,PL,1.04738783836365,2,2,2,1,1,1,1,1,1,1,1,10,2,7543,4,64,2,1,5,2,1,0,64,6.4,2
1939,PL,1.01706612110138,1,2,1,1,1,1,1,1,1,1,1,10,2,9629,3,68,1,2,7,2,0,0,68,6.8,2
1942,PL,1.06411504745483,1,2,2,1,1,1,1,1,2,1,1,16,7,2341,3,61,2,2,,2,1,0,61,6.1,2
1945,PL,0.928108751773834,1,2,2,1,1,1,1,1,1,1,1,15,6,3313,4,28,2,1,,5,1,0,28,2.8,5
1947,PL,1.14600789546967,1,2,2,1,1,1,1,1,1,1,1,14,3,7222,4,46,1,2,2,4,0,0,46,4.6,4
1950,PL,0.700564503669739,1,1,2,1,1,1,1,1,1,1,1,12,3,5223,1,59,2,1,,2,1,1,59,5.9,2
1951,PL,0.734301149845123,1,1,2,1,1,1,1,1,1,1,1,18,6,2341,3,63,1,1,5,2,0,0,63,6.3,2
1954,PL,1.03924715518951,1,1,2,1,1,1,1,1,1,1,1,12,4,3122,1,72,2,1,2,1,1,1,72,7.2,1
1956,PL,1.21412813663483,1,2,2,1,1,1,1,1,1,1,1,11,2,6130,4,46,1,2,3,5,0,0,46,4.6,5
1961,PL,0.793162941932678,2,2,2,1,1,1,1,1,1,1,1,14,4,5413,3,70,1,2,,4,0,0,70,7,4
1963,PL,0.962568640708923,1,2,2,1,1,1,1,2,2,1,1,14,4,110,3,80,1,2,6,3,0,0,80,8,3
1968,PL,0.862429678440094,1,2,2,1,1,1,1,1,1,1,1,8,2,8341,4,59,1,0,1,8,0,0,59,5.9,5
1974,PL,1.03323471546173,1,1,,1,1,1,1,1,1,1,1,10,2,,3,17,1,2,,4,0,0,17,1.7,4
1975,PL,0.953562259674072,1,1,2,1,1,1,1,1,1,1,1,13,4,7213,4,20,1,3,,6,0,0,20,2,5
1978,PL,0.89651483297348,1,2,2,1,1,1,1,1,1,1,1,7,2,6130,4,78,2,2,4,6,1,0,78,7.8,5
1983,PL,1.07623732089996,1,2,2,1,1,1,1,1,1,1,1,14,3,8332,4,29,1,2,6,3,0,0,29,2.9,3
1984,PL,1.12435269355774,1,1,2,1,1,2,1,2,2,1,2,14,4,3222,1,23,2,3,5,2,1,1,23,2.3,2
1990,PL,0.948110580444336,1,2,2,1,1,1,1,1,1,1,1,20,7,2264,3,36,2,3,8,5,1,0,36,3.6,5
1991,PL,1.07609808444977,2,2,2,1,1,2,1,2,1,1,1,17,7,2352,4,32,1,2,4,1,0,0,32,3.2,1
2001,PL,0.881456017494202,1,1,2,1,1,1,1,1,1,1,1,13,4,1323,3,61,1,2,,3,0,0,61,6.1,3
2006,PL,0.953562259674072,1,2,1,1,1,1,1,1,1,1,1,11,2,7132,4,29,1,2,7,4,0,0,29,2.9,4
2007,PL,0.943377435207367,1,2,1,1,1,1,1,1,1,1,1,10,2,8160,3,66,2,2,,2,1,0,66,6.6,2
2008,PL,0.878195464611054,1,2,1,1,1,1,1,1,1,1,1,16,6,2512,1,27,2,2,,1,1,1,27,2.7,1
2009,PL,0.909263432025909,1,2,2,1,1,1,1,1,1,1,1,11,2,6130,3,59,1,2,5,3,0,0,59,5.9,3
2010,PL,0.81609457731247,1,2,2,2,1,1,1,1,1,1,1,13,4,1420,4,55,2,2,7,3,1,0,55,5.5,3
2021,PL,0.923014223575592,1,2,1,1,1,1,1,1,1,1,1,7,1,,4,84,2,1,1,1,1,0,84,8.4,1
2030,PL,0.980928897857666,1,,2,1,1,1,1,1,1,1,1,11,2,7112,4,44,1,2,5,4,0,0,44,4.4,4
2031,PL,1.06365942955017,1,1,2,1,1,1,1,1,1,1,1,14,4,3122,3,34,1,2,5,4,0,0,34,3.4,4
2033,PL,1.16993319988251,1,1,1,1,1,1,1,1,1,1,1,11,3,,4,21,2,2,2,3,1,0,21,2.1,3
2036,PL,1.00992381572723,1,2,1,1,1,1,1,1,1,1,1,11,2,7120,4,36,1,2,4,5,0,0,36,3.6,5
2037,PL,0.948827505111694,1,1,2,1,1,1,1,1,1,1,1,13,2,5312,3,50,2,2,6,5,1,0,50,5,5
2042,PL,1.20191073417664,1,2,2,1,1,1,1,1,1,1,1,11,2,7511,3,52,1,0,1,1,0,0,52,5.2,1
2044,PL,0.841259479522705,1,1,1,1,1,1,1,1,1,1,2,13,4,4321,3,41,2,2,4,5,1,0,41,4.1,5
2047,PL,1.03173995018005,2,2,2,1,1,1,1,2,1,1,1,12,4,7421,1,74,2,1,,,1,1,74,7.4,
2054,PL,1.07648515701294,1,2,1,1,1,1,1,1,1,1,1,18,7,2341,4,31,2,2,,3,1,0,31,3.1,3
2060,PL,0.912833094596863,1,2,,1,1,1,1,1,1,1,1,11,2,4419,1,62,2,2,6,2,1,1,62,6.2,2
2063,PL,0.887403547763825,1,,2,1,1,1,1,1,1,1,1,8,2,9211,4,51,2,1,,2,1,0,51,5.1,2
2064,PL,1.1746917963028,1,1,2,1,2,2,2,1,1,1,1,13,3,3121,1,50,1,2,,3,0,1,50,5,3
2069,PL,1.13816332817078,1,2,1,1,1,1,1,1,1,1,1,7,2,9329,4,76,2,2,1,1,1,0,76,7.6,1
2072,PL,0.936375737190247,1,1,2,1,1,1,1,1,1,1,1,17,7,2149,1,24,2,2,,3,1,1,24,2.4,3
2078,PL,1.01538014411926,1,2,2,1,1,1,1,1,1,1,1,13,4,3112,4,38,1,3,,6,0,0,38,3.8,5
2083,PL,0.81609457731247,1,2,2,1,1,1,1,1,1,1,1,7,2,9112,4,74,2,1,1,2,1,0,74,7.4,2
2092,PL,1.07662391662598,1,2,1,1,1,1,1,1,1,1,1,13,3,3119,4,22,2,2,,5,1,0,22,2.2,5
2093,PL,1.13696253299713,1,2,2,1,1,1,1,1,1,1,1,11,2,7126,4,49,1,2,,5,0,0,49,4.9,5
2094,PL,1.03041076660156,1,2,1,1,1,1,1,1,1,1,1,10,2,8160,4,56,1,1,1,1,0,0,56,5.6,1
2097,PL,1.13816332817078,1,2,2,1,1,1,1,1,1,1,1,11,2,6130,4,55,2,1,1,2,1,0,55,5.5,2
2098,PL,1.07623732089996,1,2,2,1,1,1,1,1,1,1,1,10,2,1321,4,30,1,2,3,5,0,0,30,3,5
2104,PL,0.843640327453613,1,2,2,1,1,1,1,1,1,1,1,7,2,8114,4,64,1,0,4,3,0,0,64,6.4,3
2105,PL,1.11521244049072,1,1,2,1,1,1,1,1,1,1,1,16,5,5223,4,42,2,1,2,4,1,0,42,4.2,4
2110,PL,1.03232610225677,1,1,2,1,1,1,1,1,1,1,1,18,7,5222,3,25,1,2,9,4,0,0,25,2.5,4
2111,PL,0.944932341575623,1,2,2,1,1,1,1,1,1,1,1,10,2,9629,4,69,2,2,4,4,1,0,69,6.9,4
2115,PL,1.07609808444977,1,1,2,1,1,1,1,1,1,1,1,17,6,2152,4,25,1,2,8,4,0,0,25,2.5,4
2122,PL,1.03360557556152,1,2,1,1,1,1,1,1,1,1,1,17,7,2142,3,26,2,2,10,3,1,0,26,2.6,3
2125,PL,0.928000926971436,,2,2,1,1,1,1,1,1,1,1,12,3,4311,4,61,2,3,9,2,1,0,61,6.1,2
2128,PL,0.916015625,1,2,2,1,1,1,1,1,1,1,1,11,2,5414,3,65,1,3,6,2,0,0,65,6.5,2
2133,PL,1.37896978855133,1,2,1,1,1,1,1,1,1,1,1,8,2,9112,3,60,2,2,,2,1,0,60,6,2
2136,PL,1.13317167758942,1,1,,1,1,1,1,1,1,1,1,11,2,,4,17,1,,,4,0,0,17,1.7,4
2137,PL,1.06812644004822,1,2,2,1,1,1,2,2,2,2,1,16,6,2431,4,23,2,2,9,4,1,0,23,2.3,4
2139,PL,1.10832893848419,1,2,2,1,1,1,1,1,1,1,1,15,6,2411,4,39,2,2,,4,1,0,39,3.9,4
2148,PL,0.997717201709747,1,2,2,1,1,1,1,1,1,1,1,16,5,3115,1,53,1,2,6,2,0,1,53,5.3,2
2152,PL,1.207559466362,1,2,2,1,1,1,1,2,1,1,2,19,7,2411,1,42,2,2,4,3,1,1,42,4.2,3
2154,PL,1.21224200725555,1,1,,1,1,1,1,1,1,1,1,9,2,9321,1,17,1,,,4,0,1,17,1.7,4
2161,PL,1.04725253582001,1,2,1,1,1,1,1,1,1,1,1,8,2,9329,4,57,2,2,7,4,1,0,57,5.7,4
2166,PL,0.844535410404205,1,2,2,1,1,1,1,1,1,1,1,11,2,9629,3,62,1,1,1,2,0,0,62,6.2,2
2169,PL,1.19275534152985,1,2,2,1,1,1,1,1,2,1,1,14,6,2519,1,26,1,2,7,2,0,1,26,2.6,2
2170,PL,1.23958349227905,1,2,2,2,1,1,1,2,1,1,1,17,7,2421,3,37,2,3,10,3,1,0,37,3.7,3
2172,PL,1.07176148891449,1,2,2,1,1,1,1,1,2,1,2,12,3,5223,1,31,2,2,,3,1,1,31,3.1,3
2178,PL,1.0525062084198,1,2,1,1,1,1,1,1,1,1,1,11,2,6130,4,47,2,2,,4,1,0,47,4.7,4
2189,PL,0.969710469245911,1,1,1,1,1,1,1,1,1,1,1,14,4,,3,20,2,3,,4,1,0,20,2,4
2195,PL,1.06163930892944,1,2,2,1,1,1,1,1,1,1,1,18,7,2341,3,52,2,3,9,3,1,0,52,5.2,3
2197,PL,0.926723122596741,2,2,2,1,1,1,2,2,2,1,1,17,7,2342,1,60,2,1,1,1,1,1,60,6,1
2198,PL,1.00898206233978,1,1,2,1,1,1,1,1,1,1,1,16,7,1321,1,39,2,1,7,4,1,1,39,3.9,4
2202,PL,0.784097135066986,1,1,,1,1,1,1,1,1,1,1,8,1,,4,15,2,,,4,1,0,15,1.5,4
2217,PL,0.902905225753784,1,1,2,1,1,1,1,1,1,1,1,10,2,6130,4,65,2,1,,5,1,0,65,6.5,5
2218,PL,0.912693798542023,1,,2,1,1,1,1,1,1,1,1,12,4,1210,1,56,1,2,3,3,0,1,56,5.6,3
2228,PL,1.13696253299713,1,2,2,2,1,2,1,1,1,1,2,14,4,3120,4,49,1,2,4,2,0,0,49,4.9,2
2239,PL,0.877880096435547,1,1,,1,1,1,1,1,1,1,1,9,2,,3,16,1,3,8,4,0,0,16,1.6,4
2243,PL,0.971033155918121,1,1,2,1,1,1,1,1,1,1,1,11,2,8344,1,57,1,2,,3,0,1,57,5.7,3
2245,PL,1.24533045291901,1,1,1,1,1,1,1,1,1,1,1,11,2,8332,4,35,1,3,2,2,0,0,35,3.5,2
2257,PL,0.970094919204712,1,1,1,2,1,1,1,1,1,1,2,12,2,8172,3,19,1,2,3,4,0,0,19,1.9,4
2258,PL,0.948779106140137,1,1,,1,1,1,1,1,1,1,1,8,1,,4,15,2,2,,5,1,0,15,1.5,5
2260,PL,1.14021027088165,1,2,1,1,1,1,1,1,1,1,1,12,3,3322,4,30,1,2,6,4,0,0,30,3,4
2271,PL,1.010582447052,1,2,2,1,1,2,1,2,1,1,1,20,7,2330,3,54,2,2,6,3,1,0,54,5.4,3
2273,PL,0.931213974952698,1,2,2,1,1,1,1,1,1,1,1,15,5,5221,3,56,1,2,,2,0,0,56,5.6,2
2278,PL,0.783815503120422,1,1,1,1,1,1,1,1,1,1,1,16,6,,4,23,1,2,6,3,0,0,23,2.3,3
2280,PL,0.93265688419342,1,1,2,2,1,2,1,1,1,1,1,17,7,2342,4,45,2,3,9,2,1,0,45,4.5,2
2283,PL,1.00803732872009,1,1,2,1,1,1,1,1,1,1,1,17,7,2412,3,27,2,2,,4,1,0,27,2.7,4
2290,PL,1.10317432880402,1,1,1,1,1,1,1,1,1,1,1,17,7,3422,1,25,1,2,,3,0,1,25,2.5,3
2291,PL,1.07623732089996,1,1,2,1,1,1,1,1,1,1,1,12,4,7122,4,21,1,2,,5,0,0,21,2.1,5
2294,PL,1.04162359237671,1,2,2,1,1,1,1,2,1,1,1,17,6,2411,3,42,2,2,9,4,1,0,42,4.2,4
2298,PL,0.696308970451355,1,2,1,1,1,1,1,1,1,1,1,16,6,6130,3,34,1,2,4,4,0,0,34,3.4,4
2300,PL,1.05355739593506,1,1,2,1,1,1,1,2,2,1,2,15,4,,1,23,2,2,,3,1,1,23,2.3,3
2304,PL,1.16951298713684,,1,2,1,1,1,1,1,1,1,1,,7,2132,5,30,1,,,1,0,0,30,3,1
2312,PL,0.762804388999939,1,2,2,1,1,1,1,1,1,1,1,7,2,9412,4,64,2,1,3,2,1,0,64,6.4,2
2315,PL,0.978020310401917,1,2,2,1,1,1,2,2,1,1,1,15,6,2221,3,50,2,2,6,2,1,0,50,5,2
2324,PL,0.928000926971436,1,1,2,1,1,1,1,1,1,1,1,10,2,6130,4,56,2,2,8,8,1,0,56,5.6,5
2328,PL,1.06900179386139,1,2,1,1,1,1,1,1,1,1,1,10,2,7531,3,68,2,2,,3,1,0,68,6.8,3
2330,PL,1.29181683063507,2,1,2,1,1,1,1,2,2,2,2,13,4,1420,1,43,1,2,6,4,0,1,43,4.3,4
2335,PL,1.0525062084198,1,1,2,2,1,2,1,1,1,1,1,15,5,9321,4,51,2,1,5,4,1,0,51,5.1,4
2338,PL,0.681043565273285,1,2,2,1,1,1,1,1,1,1,1,13,3,5230,3,53,2,2,3,3,1,0,53,5.3,3
2340,PL,0.834628939628601,1,1,1,1,1,1,1,1,1,1,1,11,2,,4,40,1,1,,4,0,0,40,4,4
2342,PL,1.17277383804321,1,,,1,1,1,1,1,1,1,1,13,2,,1,19,1,2,,3,0,1,19,1.9,3
2347,PL,1.04368472099304,1,1,1,1,1,1,1,1,1,1,1,15,4,5230,3,37,2,2,4,3,1,0,37,3.7,3
2358,PL,1.19888937473297,1,1,2,1,1,1,1,1,1,1,1,12,3,3221,1,49,2,2,7,2,1,1,49,4.9,2
2362,PL,1.28604829311371,1,2,2,1,1,1,1,1,1,2,2,18,7,2141,1,42,1,2,10,3,0,1,42,4.2,3
2363,PL,1.01538014411926,1,2,2,1,1,2,2,1,1,1,1,14,3,1323,4,49,1,2,8,5,0,0,49,4.9,5
2369,PL,1.12914741039276,1,1,2,2,2,1,1,2,1,1,1,17,7,2424,1,42,2,1,7,4,1,1,42,4.2,4
2374,PL,0.785885274410248,1,2,2,1,1,1,1,1,1,1,1,11,3,2411,3,79,2,2,,1,1,0,79,7.9,1
2380,PL,0.987921357154846,1,2,1,1,1,1,1,1,1,1,1,8,2,9215,4,50,1,2,1,2,0,0,50,5,2
2382,PL,0.837669312953949,2,2,2,1,1,1,1,1,1,1,1,11,2,9623,4,59,1,2,5,3,0,0,59,5.9,3
2385,PL,1.07786798477173,1,1,1,1,1,1,1,1,1,1,1,11,3,5329,1,61,2,1,2,1,1,1,61,6.1,1
2394,PL,1.09113550186157,1,2,2,1,1,1,1,1,1,1,1,7,2,5413,1,76,1,2,5,2,0,1,76,7.6,2
2398,PL,0.784097135066986,1,1,1,1,1,1,1,1,1,1,1,12,3,5223,4,26,2,2,6,3,1,0,26,2.6,3
2402,PL,0.970914781093597,1,2,2,1,1,1,1,1,1,1,1,10,2,8342,4,61,1,1,4,2,0,0,61,6.1,2
2425,PL,0.882122576236725,1,1,2,1,1,2,2,1,1,2,2,12,4,3112,3,70,1,1,3,2,0,0,70,7,2
2426,PL,1.03066575527191,1,2,2,1,1,1,1,1,1,1,1,15,6,1412,3,38,1,2,,1,0,0,38,3.8,1
2442,PL,0.837059855461121,1,2,2,1,1,1,1,1,1,1,1,13,4,5223,3,61,2,1,2,2,1,0,61,6.1,2
2444,PL,0.825017333030701,1,2,1,1,1,1,1,1,1,1,1,7,2,9313,4,71,1,2,1,1,0,0,71,7.1,1
2462,PL,1.24533045291901,1,1,2,1,1,1,1,1,1,1,1,11,2,7120,4,51,1,2,7,3,0,0,51,5.1,3
2463,PL,1.14061987400055,1,1,1,1,1,1,1,1,1,1,1,13,4,5223,4,33,2,2,5,3,1,0,33,3.3,3
2474,PL,0.921208500862122,1,1,,1,1,1,1,1,1,1,1,10,2,,4,18,1,2,5,6,0,0,18,1.8,5
2486,PL,1.22564494609833,1,1,1,1,1,1,1,1,1,1,1,13,4,1324,4,32,1,1,4,3,0,0,32,3.2,3
2494,PL,1.02755355834961,1,2,2,1,1,1,1,1,1,1,1,20,7,2310,1,36,2,3,,3,1,1,36,3.6,3
