idno,cntry,pspwght,polintr,nwspol,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,pstplonl,eduyrs,eisced,isco08,domicil,agea,gndr,hincfel,hinctnta,hhmmb,female,city,age,age_10,hhsize5
2496,PL,1.16778683662415,1,2,2,1,1,1,1,1,1,1,1,17,7,2351,1,55,2,2,3,2,1,1,55,5.5,2
2499,PL,0.907294452190399,1,2,2,1,1,1,1,2,1,1,1,12,2,8332,4,29,1,3,4,2,0,0,29,2.9,2
2508,PL,0.775048196315765,1,1,2,1,1,1,1,1,1,1,1,10,2,3123,3,67,1,2,4,2,0,0,67,6.7,2
2516,PL,0.937311351299286,1,1,,1,1,1,1,1,1,1,1,9,2,,1,17,2,3,,4,1,1,17,1.7,4
2517,PL,1.07713735103607,1,2,,1,1,1,2,1,1,1,1,11,2,,1,18,2,3,7,4,1,1,18,1.8,4
2519,PL,1.04788684844971,1,1,1,1,1,1,1,1,1,1,1,13,4,9112,1,59,2,2,5,2,1,1,59,5.9,2
2524,PL,1.27011859416962,1,1,,2,1,1,1,1,1,1,1,11,2,7231,3,19,1,2,2,4,0,0,19,1.9,4
2532,PL,0.967799663543701,1,1,1,1,1,1,1,1,1,1,1,8,2,9112,3,60,2,0,1,2,1,0,60,6,2
2533,PL,0.97851288318634,1,1,1,1,1,1,1,1,1,1,1,7,2,6111,4,65,1,1,1,1,0,0,65,6.5,1
2542,PL,1.13590407371521,1,1,,1,1,1,1,1,1,1,1,12,2,9313,2,18,1,2,7,3,0,1,18,1.8,3
2543,PL,0.872801125049591,1,1,2,2,1,1,1,1,1,1,1,18,7,2652,3,38,1,2,,4,0,0,38,3.8,4
2550,PL,1.05865561962128,1,1,2,1,1,1,1,1,1,1,1,12,3,5223,3,54,2,2,5,4,1,0,54,5.4,4
2552,PL,0.87031477689743,1,2,1,1,1,1,1,1,1,1,1,13,4,3312,1,54,2,2,6,1,1,1,54,5.4,1
2556,PL,1.13317167758942,1,2,1,1,1,1,1,1,1,1,1,10,2,7543,4,20,1,3,,5,0,0,20,2,5
2557,PL,0.966113150119781,1,2,2,1,1,1,1,1,1,1,1,15,6,1221,5,45,1,2,3,4,0,0,45,4.5,4
2560,PL,1.16154050827026,1,2,2,1,1,1,1,1,1,1,2,12,3,4211,3,42,2,1,1,4,1,0,42,4.2,4
2563,PL,0.927644848823547,1,2,2,1,1,1,1,1,1,1,1,13,4,6111,4,47,2,2,4,3,1,0,47,4.7,3
2572,PL,0.998775482177734,1,2,2,1,1,1,1,1,1,1,1,11,4,1321,1,80,1,2,4,2,0,1,80,8,2
2574,PL,1.11449813842773,2,1,2,1,1,1,1,1,2,1,1,7,2,3333,4,69,1,2,,6,0,0,69,6.9,5
2581,PL,0.939536571502686,2,2,1,1,1,1,2,1,2,1,1,11,2,3122,3,57,1,2,10,2,0,0,57,5.7,2
2595,PL,0.787109673023224,1,1,,2,1,1,1,2,1,1,1,11,2,,3,18,2,3,6,3,1,0,18,1.8,3
2599,PL,1.04738783836365,1,2,1,1,1,1,1,1,1,1,1,7,2,,4,84,2,1,1,1,1,0,84,8.4,1
2613,PL,1.07609808444977,1,2,2,1,1,1,1,1,1,1,1,17,7,8332,4,25,1,2,,4,0,0,25,2.5,4
2616,PL,1.07344138622284,1,2,1,1,1,1,1,1,1,1,1,15,5,2265,3,50,2,2,,2,1,0,50,5,2
2619,PL,1.50062000751495,1,2,2,1,1,1,1,1,2,1,1,10,2,5243,1,47,1,2,4,3,0,1,47,4.7,3
2634,PL,1.22564494609833,1,1,2,1,1,1,1,1,1,1,1,18,7,1212,4,25,1,2,10,4,0,0,25,2.5,4
2636,PL,1.14585983753204,1,1,2,1,1,1,1,1,1,1,1,12,2,7522,4,36,1,2,,3,0,0,36,3.6,3
2639,PL,1.07609808444977,1,1,,1,1,1,1,1,1,1,1,11,2,,4,18,1,2,,4,0,0,18,1.8,4
2646,PL,1.16951298713684,1,1,1,1,1,1,1,1,1,1,1,11,3,5414,4,19,1,2,,5,0,0,19,1.9,5
2650,PL,0.907435178756714,1,1,2,2,1,1,1,1,1,1,1,14,5,9412,4,45,2,2,10,6,1,0,45,4.5,5
2651,PL,1.16949868202209,2,2,2,1,1,1,1,1,1,1,1,10,2,7231,1,66,1,2,,2,0,1,66,6.6,2
2655,PL,0.953904986381531,1,1,1,1,1,1,1,2,1,1,1,14,5,3257,4,30,2,2,8,3,1,0,30,3,3
2659,PL,1.00992381572723,1,2,1,1,1,1,1,1,1,1,1,14,3,6112,4,40,1,1,2,4,0,0,40,4,4
2662,PL,1.03770589828491,1,,2,1,1,1,1,2,1,2,1,12,4,3322,1,52,2,2,7,3,1,1,52,5.2,3
2663,PL,0.851154983043671,1,1,1,2,1,1,1,1,1,1,1,20,7,2212,1,63,1,1,1,2,0,1,63,6.3,2
2665,PL,1.07609808444977,1,1,,1,1,1,1,1,1,1,1,9,2,,4,15,1,2,10,5,0,0,15,1.5,5
2675,PL,0.834628939628601,1,2,1,1,1,1,1,1,1,1,1,11,2,7231,4,42,1,2,4,4,0,0,42,4.2,4
2677,PL,0.97851288318634,2,2,2,1,1,1,1,1,1,1,1,11,2,5414,4,64,1,2,2,2,0,0,64,6.4,2
2680,PL,1.29083037376404,2,1,2,1,1,1,1,1,1,1,1,11,2,8322,1,42,1,2,8,5,0,1,42,4.2,5
2682,PL,0.784097135066986,1,1,,1,1,1,1,1,1,1,1,11,3,,4,18,2,2,3,3,1,0,18,1.8,3
2684,PL,1.10924983024597,1,1,1,1,1,1,1,1,1,1,1,18,7,1321,3,42,1,3,9,3,0,0,42,4.2,3
2692,PL,0.928000926971436,1,2,1,1,1,1,1,1,1,1,1,7,2,6130,4,85,2,1,1,1,1,0,85,8.5,1
2694,PL,1.06345665454865,1,2,2,1,1,1,1,1,1,1,1,8,2,6130,4,61,1,1,1,2,0,0,61,6.1,2
2700,PL,0.91551810503006,1,1,2,1,1,1,1,1,1,1,1,12,4,5230,1,48,2,2,5,3,1,1,48,4.8,3
2708,PL,1.20317363739014,1,,,1,1,1,1,1,1,1,1,9,2,,3,15,2,2,,5,1,0,15,1.5,5
2710,PL,1.22910010814667,1,2,2,1,1,1,1,1,1,1,1,17,4,3254,3,36,2,2,5,4,1,0,36,3.6,4
2714,PL,1.37113916873932,2,2,,1,1,1,1,1,1,1,1,17,7,2342,3,27,2,2,7,3,1,0,27,2.7,3
2717,PL,1.06945383548737,1,1,2,1,1,1,1,1,1,1,1,18,7,2212,3,41,2,3,10,4,1,0,41,4.1,4
2734,PL,1.32204568386078,1,2,1,1,1,1,1,1,1,1,1,11,2,5223,2,51,2,2,4,3,1,1,51,5.1,3
2739,PL,1.07609808444977,2,2,2,1,1,1,1,1,2,1,1,12,2,1324,1,34,1,2,,4,0,1,34,3.4,4
2740,PL,1.25374066829681,1,2,2,1,1,1,1,1,1,1,1,20,7,1211,3,61,2,3,10,1,1,0,61,6.1,1
2746,PL,0.907620489597321,1,2,2,1,1,1,1,1,1,1,1,17,7,2413,4,28,2,3,,1,1,0,28,2.8,1
2754,PL,0.838874578475952,1,1,1,1,1,1,1,1,1,1,1,14,4,4419,4,22,2,2,,4,1,0,22,2.2,4
2755,PL,0.902335047721863,2,2,2,1,1,1,1,1,2,1,1,17,7,1346,1,72,2,3,,2,1,1,72,7.2,2
2756,PL,1.22576212882996,1,2,2,1,1,1,1,1,1,1,1,13,4,8160,1,28,1,2,6,3,0,1,28,2.8,3
2762,PL,1.00165235996246,1,2,2,1,1,1,1,1,1,1,1,11,2,7522,1,51,1,1,3,2,0,1,51,5.1,2
2763,PL,0.904275000095367,1,1,2,1,1,1,1,1,1,1,1,,4,,,55,1,,,,0,,55,5.5,
2764,PL,1.10559773445129,1,2,1,1,1,1,1,1,1,1,1,10,2,9412,3,71,2,1,1,1,1,0,71,7.1,1
2776,PL,1.07648515701294,1,1,1,1,1,1,1,1,1,1,1,12,2,5120,4,19,2,2,,6,1,0,19,1.9,5
2785,PL,0.861347854137421,1,2,2,1,1,1,1,1,1,1,1,17,7,,3,66,2,2,3,1,1,0,66,6.6,1
2790,PL,0.953562259674072,1,2,2,1,1,1,1,1,1,1,1,12,3,7115,4,22,1,2,8,4,0,0,22,2.2,4
2793,PL,0.97851288318634,1,2,1,1,1,1,1,1,1,1,1,11,2,6130,4,58,1,2,,2,0,0,58,5.8,2
2797,PL,1.0525062084198,1,1,2,1,1,1,1,1,1,1,1,10,2,7522,4,53,2,1,3,2,1,0,53,5.3,2
2804,PL,1.16993319988251,1,2,1,1,1,1,2,2,1,1,2,16,6,2413,1,23,2,3,6,1,1,1,23,2.3,1
2808,PL,1.14387321472168,1,1,2,2,1,1,1,1,1,1,1,11,2,1311,4,54,2,2,,2,1,0,54,5.4,2
2820,PL,1.06016361713409,2,2,2,1,1,1,1,1,1,1,1,17,7,2341,4,53,1,2,8,4,0,0,53,5.3,4
2823,PL,1.03642404079437,1,2,2,1,1,1,1,1,1,1,1,16,7,1342,3,80,2,2,3,1,1,0,80,8,1
2825,PL,1.08698749542236,1,2,2,1,1,1,1,2,1,1,1,10,4,4312,1,86,2,2,6,2,1,1,86,8.6,2
2827,PL,0.925047218799591,1,1,2,1,1,1,1,2,1,1,1,12,4,4419,1,22,1,3,8,3,0,1,22,2.2,3
2831,PL,1.00992381572723,1,2,2,2,1,1,1,1,1,1,1,11,2,6130,4,54,1,1,3,4,0,0,54,5.4,4
2835,PL,1.03496241569519,1,1,2,2,1,1,1,1,1,2,1,19,7,2266,2,29,2,1,5,3,1,1,29,2.9,3
2840,PL,1.52458775043488,1,2,1,2,1,1,1,1,1,1,1,17,7,2421,3,37,2,2,7,4,1,0,37,3.7,4
2844,PL,0.766631364822388,1,2,1,1,1,1,1,1,1,1,1,12,3,6121,4,48,2,2,6,5,1,0,48,4.8,5
2859,PL,1.06411504745483,1,2,1,1,1,1,1,1,1,1,1,12,4,3313,1,67,2,2,5,2,1,1,67,6.7,2
2861,PL,0.915875911712646,1,2,1,1,1,1,1,1,1,1,1,11,2,7231,3,36,1,2,8,5,0,0,36,3.6,5
2871,PL,0.970914781093597,1,2,2,1,1,1,1,1,1,1,1,8,2,8341,4,61,1,2,3,2,0,0,61,6.1,2
2874,PL,0.801522195339203,1,1,2,1,1,2,2,2,2,1,2,17,7,2352,3,25,2,2,2,1,1,0,25,2.5,1
2893,PL,1.03173995018005,1,2,2,1,1,1,1,1,1,1,1,11,4,1212,1,71,2,1,,2,1,1,71,7.1,2
2910,PL,0.71273535490036,1,1,2,1,1,1,1,1,1,1,1,9,2,6130,4,75,1,1,,6,0,0,75,7.5,5
2914,PL,0.963675796985626,1,2,2,2,1,1,1,1,1,1,1,13,4,3313,1,44,2,2,,1,1,1,44,4.4,1
2923,PL,0.812565445899963,1,1,1,1,1,1,1,1,1,1,1,11,2,7421,1,38,2,2,,3,1,1,38,3.8,3
2925,PL,1.15772867202759,1,2,2,1,1,1,1,1,1,1,1,13,2,3123,1,50,1,1,2,4,0,1,50,5,4
2939,PL,1.19209253787994,2,2,2,1,1,1,1,1,1,1,1,17,7,5222,3,59,2,2,7,1,1,0,59,5.9,1
2943,PL,0.911809980869293,2,2,1,1,1,1,1,1,1,2,1,13,4,1323,3,66,1,3,9,2,0,0,66,6.6,2
2944,PL,1.31544673442841,2,2,1,1,1,1,1,1,1,1,1,14,3,4000,1,70,2,1,5,2,1,1,70,7,2
2949,PL,0.834628939628601,1,2,2,1,1,1,1,1,1,1,1,17,7,2142,4,38,1,2,4,5,0,0,38,3.8,5
2953,PL,0.921539664268494,1,1,1,1,1,1,1,1,1,1,1,15,7,2342,4,25,2,2,4,5,1,0,25,2.5,5
2955,PL,0.902465522289276,1,1,2,1,1,1,1,1,1,1,1,11,2,3122,3,58,1,2,,2,0,0,58,5.8,2
2958,PL,0.700564503669739,1,1,1,1,1,1,1,1,1,1,1,10,2,4321,1,84,2,1,4,1,1,1,84,8.4,1
2964,PL,0.95483660697937,2,2,2,2,2,2,2,1,2,1,1,12,5,2351,3,74,2,2,5,3,1,0,74,7.4,3
2973,PL,0.901012480258942,1,1,2,1,1,1,1,1,1,1,1,11,2,7421,4,46,2,2,2,2,1,0,46,4.6,2
2974,PL,1.00992381572723,1,2,2,1,1,1,1,1,1,1,1,13,2,6130,4,50,1,1,4,3,0,0,50,5,3
2979,PL,0.953562259674072,1,1,2,1,1,1,1,1,1,1,1,17,7,2144,4,26,1,3,,4,0,0,26,2.6,4
2980,PL,0.968930959701538,1,2,2,1,1,1,1,1,1,1,1,10,1,9629,4,65,2,2,1,1,1,0,65,6.5,1
2983,PL,1.12145507335663,1,2,2,2,2,1,2,2,2,2,2,19,7,2142,1,47,1,1,,3,0,1,47,4.7,3
2985,PL,1.10755705833435,1,2,2,1,1,1,1,2,1,2,1,17,6,1330,4,27,1,2,9,2,0,0,27,2.7,2
2988,PL,1.19279050827026,1,2,2,1,1,1,1,1,1,1,1,8,2,6130,5,61,2,1,1,2,1,0,61,6.1,2
2991,PL,0.996721148490906,,,,1,1,1,1,1,1,1,1,8,2,7231,1,40,1,1,,2,0,1,40,4,2
3002,PL,1.02889597415924,1,2,1,1,1,1,1,1,1,1,1,11,2,8131,3,53,1,2,,3,0,0,53,5.3,3
3005,PL,0.782116889953613,2,2,2,1,2,2,1,2,1,1,1,16,6,1120,3,64,1,2,5,2,0,0,64,6.4,2
3007,PL,1.08111417293549,1,1,2,1,1,1,2,1,1,1,1,19,7,1323,3,32,1,3,10,1,0,0,32,3.2,1
3009,PL,0.865145206451416,1,1,1,1,1,1,1,1,1,1,1,14,5,5311,4,44,2,2,8,7,1,0,44,4.4,5
3013,PL,1.14585983753204,1,2,1,1,1,1,1,1,1,1,1,11,2,6130,4,40,1,2,5,6,0,0,40,4,5
3017,PL,0.834628939628601,1,1,2,1,1,1,1,1,1,1,1,12,4,1324,4,37,1,3,,4,0,0,37,3.7,4
3020,PL,1.19379639625549,1,2,2,1,1,1,1,1,1,1,1,11,2,3123,3,50,1,2,5,4,0,0,50,5,4
3024,PL,1.0391206741333,1,1,2,1,1,1,1,1,1,1,1,12,2,7533,4,61,2,2,4,3,1,0,61,6.1,3
3026,PL,0.972654938697815,1,2,2,1,1,1,1,1,1,1,1,12,3,5222,3,46,2,1,7,4,1,0,46,4.6,4
3027,PL,1.19888937473297,1,2,1,1,1,1,1,2,1,1,1,,6,2411,3,46,2,2,,2,1,0,46,4.6,2
3029,PL,0.927644848823547,1,1,2,1,1,1,1,1,1,1,1,18,7,2341,4,46,2,2,,2,1,0,46,4.6,2
3034,PL,0.858633875846863,1,1,2,1,2,2,2,2,1,1,1,20,7,2330,3,38,2,2,8,3,1,0,38,3.8,3
3042,PL,0.928000926971436,1,1,1,1,1,1,1,1,1,1,1,11,2,5230,4,55,2,1,1,1,1,0,55,5.5,1
3043,PL,1.00278568267822,2,2,2,1,1,1,1,1,1,1,1,13,4,1213,1,46,1,3,,3,0,1,46,4.6,3
3047,PL,1.02494752407074,1,2,2,1,1,1,1,1,1,1,1,12,4,3117,1,64,2,2,9,3,1,1,64,6.4,3
3049,PL,1.01780438423157,1,2,2,1,1,1,1,1,1,1,1,11,4,,1,64,2,2,3,2,1,1,64,6.4,2
3050,PL,0.928000926971436,1,2,1,1,1,1,1,1,1,1,1,7,2,6130,4,75,2,2,4,2,1,0,75,7.5,2
3051,PL,1.4307758808136,1,1,2,1,1,1,1,1,1,1,1,11,2,8322,3,52,1,1,4,5,0,0,52,5.2,5
3053,PL,0.902905225753784,1,1,2,1,1,1,1,1,1,1,1,7,2,6130,4,67,2,1,3,1,1,0,67,6.7,1
3055,PL,0.928811550140381,1,2,2,1,1,1,1,1,1,1,1,12,2,7231,3,39,1,2,,2,0,0,39,3.9,2
3057,PL,1.07040786743164,1,1,2,1,1,1,1,1,1,1,1,17,7,1342,3,41,2,2,,4,1,0,41,4.1,4
3060,PL,0.911858022212982,1,2,2,1,1,1,1,1,1,1,1,12,2,7000,1,79,2,1,1,2,1,1,79,7.9,2
3064,PL,1.14137482643127,1,1,2,1,1,1,1,1,1,1,1,13,2,,1,22,1,2,5,3,0,1,22,2.2,3
3068,PL,1.098841547966,1,1,2,1,1,1,1,1,1,1,1,18,7,4000,3,27,2,2,,3,1,0,27,2.7,3
3069,PL,0.820188760757446,1,1,1,2,2,2,1,2,1,1,1,10,2,8153,4,50,2,2,6,4,1,0,50,5,4
3071,PL,1.03514719009399,1,1,2,1,1,1,1,1,1,1,1,13,4,1420,3,57,2,2,3,2,1,0,57,5.7,2
3076,PL,0.947249472141266,1,2,2,1,1,1,1,1,1,1,1,12,2,7233,3,63,1,2,6,3,0,0,63,6.3,3
3079,PL,1.11692774295807,1,1,1,1,1,1,2,1,1,2,1,12,4,1431,1,34,1,3,10,3,0,1,34,3.4,3
3084,PL,0.762804388999939,1,2,1,1,1,1,1,1,1,1,1,7,2,6130,4,77,2,1,5,6,1,0,77,7.7,5
3089,PL,1.03642404079437,2,2,2,1,1,1,1,1,1,1,1,11,2,5223,3,66,2,2,5,3,1,0,66,6.6,3
3097,PL,1.06345665454865,1,2,2,1,1,1,1,1,1,1,1,8,2,6130,4,72,1,1,3,3,0,0,72,7.2,3
3105,PL,1.07219123840332,2,2,2,1,1,1,2,1,1,1,1,10,4,1324,1,84,1,2,6,2,0,1,84,8.4,2
3111,PL,1.06345665454865,1,2,2,1,1,1,1,1,1,1,1,7,2,6121,4,66,1,2,5,2,0,0,66,6.6,2
3115,PL,1.14600789546967,1,1,1,1,1,1,1,1,1,1,1,11,2,6130,4,46,1,2,,1,0,0,46,4.6,1
3120,PL,1.05843424797058,1,2,1,1,1,1,1,1,1,1,1,11,2,8111,4,44,1,3,10,3,0,0,44,4.4,3
3124,PL,0.97851288318634,1,2,1,1,1,1,1,1,1,1,1,11,2,8341,4,71,1,2,4,3,0,0,71,7.1,3
3133,PL,1.06345665454865,1,2,1,1,1,1,1,1,1,1,1,11,2,9212,4,59,1,2,,6,0,0,59,5.9,5
3135,PL,1.23042166233063,2,1,2,1,1,1,1,2,1,2,2,17,6,2151,2,30,1,2,10,2,0,1,30,3,2
3140,PL,1.04725253582001,1,2,1,1,1,1,1,1,1,1,1,7,2,6130,4,75,2,2,,1,1,0,75,7.5,1
3147,PL,0.911858022212982,1,2,2,1,1,1,1,1,1,1,1,16,7,2000,1,61,2,2,,1,1,1,61,6.1,1
3166,PL,0.843640327453613,1,2,2,1,1,1,1,1,1,1,1,17,7,2165,4,66,1,3,,2,0,0,66,6.6,2
3171,PL,1.3142101764679,1,1,1,1,1,1,1,1,1,1,1,8,2,,3,37,2,0,,5,1,0,37,3.7,5
3172,PL,0.901012480258942,1,1,2,1,1,1,1,1,1,1,1,17,7,2411,4,46,2,3,,2,1,0,46,4.6,2
3178,PL,1.14600789546967,1,1,1,1,1,1,1,1,1,1,1,8,2,9329,4,53,1,2,5,3,0,0,53,5.3,3
3186,PL,0.928108751773834,1,1,2,1,1,1,1,1,1,1,1,14,3,5223,4,22,2,1,,4,1,0,22,2.2,4
3189,PL,0.921208500862122,1,1,1,1,1,1,1,1,1,1,1,12,3,7231,4,23,1,2,5,4,0,0,23,2.3,4
3190,PL,1.07648515701294,1,1,2,1,1,1,1,1,1,1,1,16,6,6111,4,34,2,2,,5,1,0,34,3.4,5
3192,PL,0.966113150119781,1,2,2,1,1,1,1,1,1,1,1,8,2,1323,4,35,1,2,,4,0,0,35,3.5,4
3193,PL,0.921713352203369,1,2,2,1,1,1,1,1,1,1,1,11,2,7514,3,54,1,2,6,2,0,0,54,5.4,2
3198,PL,0.812495291233063,1,1,2,1,1,1,1,1,1,1,1,17,6,5222,1,23,2,2,2,2,1,1,23,2.3,2
3205,PL,0.841259479522705,1,1,1,1,1,1,1,1,1,1,1,12,3,7543,3,36,2,2,6,5,1,0,36,3.6,5
3206,PL,1.07786798477173,1,2,2,1,1,1,1,1,1,1,1,10,2,4321,1,72,2,1,4,2,1,1,72,7.2,2
3211,PL,0.867089152336121,1,2,2,1,1,1,1,1,1,1,1,14,3,3122,4,60,1,2,4,2,0,0,60,6,2
3215,PL,1.14387321472168,1,1,2,2,1,2,2,2,1,1,1,18,4,4412,4,48,2,2,9,4,1,0,48,4.8,4
3220,PL,1.28659331798553,1,2,,1,1,1,2,1,2,1,2,9,1,,1,15,2,3,,3,1,1,15,1.5,3
3224,PL,0.85434752702713,1,1,2,1,1,1,1,1,1,1,1,13,4,3221,3,58,2,2,6,3,1,0,58,5.8,3
3225,PL,0.902465522289276,1,2,2,1,1,1,1,1,1,1,1,11,2,7222,3,85,1,2,3,2,0,0,85,8.5,2
3234,PL,0.762804388999939,1,2,2,1,1,1,1,1,1,1,1,11,2,7543,4,60,2,2,6,2,1,0,60,6,2
3235,PL,0.928000926971436,1,2,2,1,1,1,1,2,1,1,1,14,5,3313,4,60,2,1,3,2,1,0,60,6,2
3241,PL,1.00313401222229,1,2,2,1,1,2,2,,2,1,1,11,3,3152,1,75,1,2,4,2,0,1,75,7.5,2
3246,PL,1.03173995018005,1,2,2,1,1,1,2,1,1,2,2,13,4,1342,1,55,2,2,,3,1,1,55,5.5,3
3252,PL,1.16993319988251,1,2,1,2,1,1,1,1,1,1,1,9,2,9214,4,20,2,2,,3,1,0,20,2,3
3255,PL,0.944333255290985,1,2,2,1,1,1,1,1,1,1,1,14,5,3121,2,62,1,3,9,2,0,1,62,6.2,2
3259,PL,0.923014223575592,1,2,1,1,1,1,1,1,1,1,1,8,2,9112,4,60,2,1,3,3,1,0,60,6,3
3266,PL,0.975863635540009,1,2,2,1,1,1,1,1,1,1,1,10,1,9329,3,70,2,1,3,4,1,0,70,7,4
3272,PL,0.85200572013855,1,2,2,1,1,1,1,1,1,1,1,10,2,6223,1,72,1,2,3,2,0,1,72,7.2,2
3274,PL,0.953904986381531,1,2,1,1,1,1,1,1,1,1,1,11,2,5223,4,34,2,2,6,5,1,0,34,3.4,5
3277,PL,0.762804388999939,1,2,2,1,1,1,1,1,1,1,1,12,3,5312,4,58,2,2,7,7,1,0,58,5.8,5
3281,PL,0.973792195320129,1,2,2,1,1,1,1,1,1,1,1,14,3,4211,4,41,2,2,3,4,1,0,41,4.1,4
3288,PL,0.987921357154846,1,2,2,1,1,1,1,1,1,1,1,11,2,6129,4,40,1,1,2,3,0,0,40,4,3
3297,PL,0.947543501853943,2,2,2,2,2,2,1,2,2,1,2,14,4,3343,2,20,1,3,,4,0,1,20,2,4
3301,PL,1.0525062084198,1,1,2,1,1,1,1,1,1,1,1,13,3,6130,4,39,2,2,6,7,1,0,39,3.9,5
3302,PL,1.01538014411926,1,1,1,1,1,1,2,1,1,1,1,14,3,7223,4,36,1,1,7,5,0,0,36,3.6,5
3304,PL,1.20775163173676,2,1,2,1,1,1,1,1,1,1,1,16,4,2642,1,24,1,3,,3,0,1,24,2.4,3
3305,PL,0.949673235416412,1,2,1,2,1,1,1,2,1,1,1,11,2,7522,4,36,2,2,5,4,1,0,36,3.6,4
3311,PL,1.22790050506592,1,1,2,1,1,1,1,1,1,1,1,15,6,5223,3,34,2,2,7,3,1,0,34,3.4,3
3315,PL,0.931213974952698,1,1,2,1,1,1,1,1,1,1,1,10,2,8111,3,68,1,2,7,2,0,0,68,6.8,2
3326,PL,0.834628939628601,2,2,2,2,1,1,1,2,1,1,1,11,2,7120,4,54,1,2,8,3,0,0,54,5.4,3
3329,PL,1.07031989097595,1,1,2,1,1,1,1,1,1,1,1,18,7,2141,1,31,2,2,7,2,1,1,31,3.1,2
3336,PL,1.15326845645905,1,2,2,1,1,1,1,1,1,1,1,11,2,4419,1,48,2,3,4,3,1,1,48,4.8,3
3338,PL,0.803393483161926,1,2,2,1,1,1,1,1,1,1,1,11,2,9112,3,33,2,2,7,4,1,0,33,3.3,4
3339,PL,0.983074128627777,1,1,2,1,1,1,1,1,1,1,1,14,4,7212,3,61,1,2,5,2,0,0,61,6.1,2
3340,PL,1.19279050827026,1,1,2,1,1,1,1,1,1,1,1,11,2,5223,4,62,2,1,3,1,1,0,62,6.2,1
3341,PL,1.06774234771729,2,1,,1,1,1,1,1,2,2,2,11,2,,4,18,1,2,7,5,0,0,18,1.8,5
3347,PL,0.938313543796539,1,2,2,1,1,2,1,2,2,2,,17,7,1349,1,34,2,2,5,1,1,1,34,3.4,1
3348,PL,1.18343997001648,1,2,2,1,1,1,1,2,1,1,1,18,6,2412,1,37,1,2,10,3,0,1,37,3.7,3
3366,PL,0.793752610683441,1,2,2,1,1,1,1,1,1,1,1,14,4,9211,3,21,2,3,2,4,1,0,21,2.1,4
3367,PL,0.973792195320129,1,2,2,1,1,1,1,1,1,1,1,12,4,5311,4,44,2,2,7,3,1,0,44,4.4,3
3370,PL,0.907620489597321,1,2,2,1,1,1,1,1,1,1,1,13,4,,4,20,2,2,,5,1,0,20,2,5
3371,PL,1.30510139465332,1,1,1,1,1,1,1,1,1,1,1,17,7,1323,4,47,1,2,9,4,0,0,47,4.7,4
3374,PL,1.07609808444977,1,1,2,1,1,1,1,1,1,1,1,20,6,1323,4,34,1,3,10,4,0,0,34,3.4,4
3385,PL,0.926723122596741,1,2,2,1,1,1,1,1,1,1,1,14,5,3211,3,65,2,2,7,2,1,0,65,6.5,2
3388,PL,0.912833094596863,1,2,2,1,1,1,2,2,1,1,1,12,4,3116,1,69,2,2,6,2,1,1,69,6.9,2
3394,PL,1.14387321472168,1,1,2,1,1,1,1,1,1,1,1,10,2,6130,4,50,2,1,,3,1,0,50,5,3
3401,PL,0.902905225753784,1,1,2,1,1,1,1,1,1,1,1,7,2,8153,4,85,2,1,3,2,1,0,85,8.5,2
3402,PL,0.838874578475952,1,1,,1,1,1,1,1,1,1,1,9,1,,4,15,2,3,3,4,1,0,15,1.5,4
3409,PL,1.13816332817078,1,2,2,1,1,1,1,1,1,1,1,8,2,9214,4,61,2,1,1,2,1,0,61,6.1,2
3411,PL,0.882908999919891,1,2,1,1,1,1,1,1,1,1,1,7,2,6130,4,76,1,2,2,1,0,0,76,7.6,1
3412,PL,1.35245859622955,1,1,2,1,1,1,1,2,1,1,1,15,3,1213,3,42,1,2,9,4,0,0,42,4.2,4
3417,PL,0.927644848823547,1,2,1,2,2,2,2,2,1,1,1,17,7,5222,4,38,2,2,,4,1,0,38,3.8,4
3423,PL,1.01538014411926,1,2,2,1,1,1,1,1,1,1,1,14,4,7223,4,39,1,2,8,6,0,0,39,3.9,5
3432,PL,1.07609808444977,1,2,2,1,1,1,1,1,1,1,1,15,5,6121,4,34,1,2,6,6,0,0,34,3.4,5
3439,PL,0.819465517997742,1,2,2,1,1,1,1,1,1,1,1,13,4,8322,3,61,1,2,3,4,0,0,61,6.1,4
3445,PL,0.948438346385956,1,2,,1,1,1,1,1,1,1,1,10,2,,4,18,1,2,5,8,0,0,18,1.8,5
3446,PL,1.14387321472168,1,2,2,1,1,1,1,1,1,1,1,15,3,6113,4,51,2,1,5,4,1,0,51,5.1,4
3453,PL,0.937976479530334,2,2,2,1,1,1,2,1,1,2,2,17,4,7516,1,34,1,2,8,4,0,1,34,3.4,4
3462,PL,1.07300090789795,1,1,2,1,1,1,2,2,2,2,2,17,7,1349,3,35,1,3,10,4,0,0,35,3.5,4
3474,PL,1.07662391662598,1,1,,1,1,1,1,1,1,1,2,11,2,,4,17,2,3,,3,1,0,17,1.7,3
3480,PL,1.10021758079529,1,2,2,1,1,1,1,1,1,1,1,12,3,3117,3,37,1,2,7,4,0,0,37,3.7,4
3481,PL,1.09291589260101,1,2,1,1,1,1,1,1,1,1,1,14,5,1324,1,39,1,2,8,4,0,1,39,3.9,4
3483,PL,1.06053960323334,1,2,2,1,1,1,1,1,1,1,1,12,4,1412,1,32,2,3,10,5,1,1,32,3.2,5
