essround,cntry,trstprl,pspwght,party,vote_gov,vote_po_pis_sld
1,PL,3,1.28099757529101,1,1,3
1,PL,5,1.00488216387277,1,1,3
1,PL,2,1.15281880087417,1,1,3
1,PL,2,1.15281880087417,1,1,3
1,PL,6,1.11237045396793,4,0,-1
1,PL,3,1.08574547016969,1,1,3
1,PL,5,0.852505317321558,10,0,-1
1,PL,3,0.979830016020052,6,1,-1
1,PL,6,0.93115684054321,4,0,-1
1,PL,8,0.899264215888631,4,0,-1
1,PL,4,0.981459135385385,6,1,-1
1,PL,8,0.622047294239458,1,1,3
1,PL,,1.04288752206313,6,1,-1
1,PL,2,0.917196610599664,3,0,-1
1,PL,7,1.1032443437058,1,1,3
1,PL,3,0.992531111558401,6,1,-1
1,PL,2,0.693715443185341,1,1,3
1,PL,4,0.870392137542643,1,1,3
1,PL,3,1.06186079695626,1,1,3
1,PL,3,1.14520450863676,1,1,3
1,PL,6,1.13625908298871,1,1,3
1,PL,5,1.06427742573997,2,0,-1
1,PL,4,0.901852176726884,4,0,-1
1,PL,4,0.856640262258999,1,1,3
1,PL,3,0.916659962996743,5,0,2
1,PL,7,1.22894064196612,1,1,3
1,PL,0,1.05673526629878,6,1,-1
1,PL,4,0.800709579017099,10,0,-1
1,PL,3,0.916659962996743,1,1,3
1,PL,1,1.31297835137166,1,1,3
1,PL,1,0.952995504014827,2,0,-1
1,PL,2,1.00488216387277,5,0,2
1,PL,5,1.28243181438656,1,1,3
1,PL,6,1.1186920836974,1,1,3
1,PL,4,0.975442824276643,7,0,1
1,PL,2,1.40346311848296,1,1,3
1,PL,5,1.03270579432056,1,1,3
1,PL,2,1.14520450863676,2,0,-1
1,PL,1,0.655135114180404,7,0,1
1,PL,3,0.997020240082684,1,1,3
1,PL,4,0.967489450088573,2,0,-1
1,PL,5,0.910376274020241,1,1,3
1,PL,3,0.843300768820281,7,0,1
1,PL,0,1.14175143056085,1,1,3
1,PL,6,0.709978438298428,1,1,3
1,PL,6,0.800709579017099,1,1,3
1,PL,5,0.77774211430682,1,1,3
1,PL,3,0.994049618074957,1,1,3
1,PL,1,1.10372763214399,7,0,1
1,PL,2,0.917196610599664,3,0,-1
1,PL,5,0.877244472778163,3,0,-1
1,PL,2,1.05163791778878,5,0,2
1,PL,5,0.663491523720405,5,0,2
1,PL,,1.41279132145011,4,0,-1
1,PL,2,0.923876550891444,1,1,3
1,PL,5,1.10856438988737,1,1,3
1,PL,4,1.06186079695626,1,1,3
1,PL,5,1.03743953306973,1,1,3
1,PL,7,1.12957383900467,1,1,3
1,PL,4,1.28010536755162,2,0,-1
1,PL,3,0.748030627320322,7,0,1
1,PL,5,1.14520450863676,2,0,-1
1,PL,1,1.3161697229968,1,1,3
1,PL,4,1.46105805479458,6,1,-1
1,PL,5,0.953379378819042,4,0,-1
1,PL,2,1.13625908298871,1,1,3
1,PL,4,1.04473561979755,10,0,-1
1,PL,4,1.04848708625068,6,1,-1
1,PL,6,0.795026783882242,1,1,3
1,PL,4,0.905644887280133,5,0,2
1,PL,1,0.903450346164459,10,0,-1
1,PL,6,0.70503179193223,5,0,2
1,PL,0,0.714989991269861,1,1,3
1,PL,6,1.05673526629878,2,0,-1
1,PL,2,0.92025940022226,5,0,2
1,PL,3,0.702011057186969,6,1,-1
1,PL,1,1.09836059439741,2,0,-1
1,PL,2,1.15986862091722,1,1,3
1,PL,4,1.10946570523742,6,1,-1
1,PL,2,1.11453744685983,1,1,3
1,PL,2,1.08959621879823,1,1,3
1,PL,4,0.852505317321558,1,1,3
1,PL,3,1.12957383900467,10,0,-1
1,PL,3,1.37830869410883,1,1,3
1,PL,5,1.10583156787693,1,1,3
1,PL,4,1.00090032797642,13,0,-1
1,PL,3,1.13594367653813,6,1,-1
1,PL,3,0.918626069044888,6,1,-1
1,PL,3,1.18546553458726,7,0,1
1,PL,,1.37830869410883,1,1,3
1,PL,5,0.954649244477602,1,1,3
1,PL,4,0.933876844373146,4,0,-1
1,PL,3,0.958261856999207,3,0,-1
1,PL,2,1.03270579432056,4,0,-1
1,PL,3,0.964033486995432,10,0,-1
1,PL,3,1.00821549278646,1,1,3
1,PL,4,0.866032781093727,4,0,-1
1,PL,4,1.13625908298871,2,0,-1
1,PL,4,1.04848708625068,5,0,2
1,PL,7,1.04848708625068,7,0,1
1,PL,2,0.655135114180404,7,0,1
1,PL,0,1.00514849259472,3,0,-1
1,PL,5,1.08959621879823,3,0,-1
1,PL,4,1.10946570523742,1,1,3
1,PL,2,0.693169509577484,3,0,-1
1,PL,5,1.24488397645236,1,1,3
1,PL,2,1.02933588159313,4,0,-1
1,PL,6,0.983122191939473,1,1,3
1,PL,5,1.53106031768663,6,1,-1
1,PL,6,0.796303331012082,1,1,3
1,PL,6,1.49864563704952,1,1,3
1,PL,5,1.15520503376629,7,0,1
1,PL,5,1.06180017184661,1,1,3
1,PL,1,1.19817170674571,1,1,3
1,PL,7,1.08103950983896,1,1,3
1,PL,5,1.13788286542748,6,1,-1
1,PL,7,0.622047294239458,2,0,-1
1,PL,5,0.93115684054321,6,1,-1
1,PL,4,0.933876844373146,7,0,1
1,PL,8,1.18796610431953,3,0,-1
1,PL,3,0.918626069044888,4,0,-1
1,PL,5,1.26190462554187,1,1,3
1,PL,8,0.658160749666719,1,1,3
1,PL,3,1.12957383900467,2,0,-1
1,PL,7,1.03171026236129,7,0,1
1,PL,7,0.749680311760443,1,1,3
1,PL,2,1.24330165704076,10,0,-1
1,PL,0,0.716058097560963,2,0,-1
1,PL,3,0.815832653398129,1,1,3
1,PL,7,1.04288752206313,1,1,3
1,PL,2,1.15986862091722,6,1,-1
1,PL,1,1.14175143056085,6,1,-1
1,PL,5,1.13625908298871,5,0,2
1,PL,2,1.11982168177087,7,0,1
1,PL,1,1.23358997458815,4,0,-1
1,PL,5,1.19012509845663,1,1,3
1,PL,5,1.13625908298871,1,1,3
1,PL,0,1.01183157348279,1,1,3
1,PL,5,1.04848708625068,2,0,-1
1,PL,2,0.80502546366559,10,0,-1
1,PL,5,1.09371950173832,1,1,3
1,PL,0,1.11820019468957,1,1,3
1,PL,3,1.2203838008416,1,1,3
1,PL,2,1.05296050877639,3,0,-1
1,PL,2,1.10868278094722,1,1,3
1,PL,4,0.82248388575678,1,1,3
1,PL,3,1.03682175623211,1,1,3
1,PL,5,0.820739218143382,6,1,-1
1,PL,1,1.2203838008416,1,1,3
1,PL,1,0.967489450088573,4,0,-1
1,PL,2,0.757110753224745,1,1,3
1,PL,1,1.04848089192017,4,0,-1
1,PL,8,1.3675424441943,1,1,3
1,PL,5,0.622047294239458,1,1,3
1,PL,3,1.1996785857524,5,0,2
1,PL,2,1.01807763352035,10,0,-1
1,PL,4,1.08103950983896,1,1,3
1,PL,8,1.29481849881195,1,1,3
1,PL,4,1.01893068786919,1,1,3
1,PL,7,0.99553289226938,6,1,-1
1,PL,3,1.03145621955169,1,1,3
1,PL,5,0.981459135385385,1,1,3
1,PL,5,1.10583156787693,4,0,-1
1,PL,6,0.850506217402018,1,1,3
1,PL,3,0.766255712429901,1,1,3
1,PL,0,0.901852176726884,1,1,3
1,PL,8,0.99553289226938,4,0,-1
1,PL,3,0.853770479354956,2,0,-1
1,PL,5,0.852505317321558,2,0,-1
1,PL,2,1.12957383900467,7,0,1
1,PL,0,1.02933588159313,10,0,-1
1,PL,2,1.13625908298871,2,0,-1
1,PL,5,1.19012509845663,10,0,-1
1,PL,5,0.920253963444872,7,0,1
1,PL,5,1.12010909337741,1,1,3
1,PL,1,1.02551108622179,1,1,3
1,PL,0,1.33705456428061,2,0,-1
1,PL,3,1.1032443437058,7,0,1
1,PL,5,0.852505317321558,1,1,3
1,PL,5,0.749680311760443,1,1,3
1,PL,4,1.00821549278646,1,1,3
1,PL,0,1.05390151332284,4,0,-1
1,PL,2,0.960262834917444,1,1,3
1,PL,1,1.07350342919604,4,0,-1
1,PL,0,1.10856438988737,4,0,-1
1,PL,5,0.715567884778203,7,0,1
1,PL,0,0.992531111558401,4,0,-1
1,PL,4,1.20681662420748,2,0,-1
1,PL,5,1.08574547016969,5,0,2
1,PL,6,0.853770479354956,3,0,-1
1,PL,1,0.959476804028598,2,0,-1
1,PL,0,1.3675424441943,2,0,-1
1,PL,4,0.973780466977394,1,1,3
1,PL,0,0.815832653398129,4,0,-1
1,PL,4,0.776495322506374,10,0,-1
1,PL,3,0.856640262258999,1,1,3
1,PL,0,1.09510619082535,5,0,2
1,PL,0,0.845846224667659,3,0,-1
1,PL,5,0.771743075780405,1,1,3
1,PL,4,0.979014353962479,1,1,3
1,PL,3,1.14175143056085,1,1,3
1,PL,3,1.07371141666654,6,1,-1
1,PL,2,1.15986862091722,10,0,-1
1,PL,7,0.777818776654575,1,1,3
1,PL,7,0.771743075780405,3,0,-1
1,PL,6,0.757110753224745,7,0,1
1,PL,6,1.10757643948818,1,1,3
1,PL,1,0.660830972619508,1,1,3
1,PL,2,0.716151114120305,1,1,3
1,PL,4,0.91830604735303,2,0,-1
1,PL,5,0.93115684054321,1,1,3
1,PL,3,1.10233002607129,7,0,1
1,PL,3,1.13283297760889,4,0,-1
1,PL,1,1.02340245279526,1,1,3
1,PL,5,1.10946570523742,6,1,-1
1,PL,5,1.04848089192017,1,1,3
1,PL,3,0.716151114120305,1,1,3
1,PL,2,0.88263448388653,5,0,2
1,PL,5,1.11982168177087,1,1,3
1,PL,8,0.798010853700487,1,1,3
1,PL,2,0.93115684054321,4,0,-1
1,PL,6,1.36787451127038,1,1,3
1,PL,5,0.948628686289374,1,1,3
1,PL,1,0.680326032875462,2,0,-1
1,PL,3,1.12433436308593,1,1,3
1,PL,2,1.01728948653736,1,1,3
1,PL,4,1.09627191264418,3,0,-1
1,PL,4,0.923876550891444,1,1,3
1,PL,2,1.3675424441943,7,0,1
1,PL,7,1.05410411945635,1,1,3
1,PL,3,0.92198834734153,2,0,-1
1,PL,5,0.886085926080484,2,0,-1
1,PL,8,1.11135969312885,1,1,3
1,PL,4,0.841333857476993,7,0,1
1,PL,1,0.871146719308558,4,0,-1
1,PL,6,0.950349519274388,6,1,-1
1,PL,,0.800709579017099,1,1,3
1,PL,6,1.3675424441943,6,1,-1
1,PL,5,0.709978438298428,3,0,-1
1,PL,7,0.923029020684599,1,1,3
1,PL,5,0.655135114180404,1,1,3
1,PL,8,1.11237045396793,1,1,3
1,PL,5,1.49864563704952,1,1,3
1,PL,7,0.949823324119098,1,1,3
1,PL,1,0.898559368857518,4,0,-1
1,PL,4,0.92025940022226,1,1,3
1,PL,,0.843300768820281,1,1,3
1,PL,5,1.22428431633171,1,1,3
1,PL,5,1.14415394034044,1,1,3
1,PL,3,0.913896003898237,1,1,3
1,PL,3,1.28010536755162,4,0,-1
1,PL,5,1.04848708625068,4,0,-1
1,PL,5,1.12355127040897,1,1,3
1,PL,7,0.658160749666719,1,1,3
1,PL,6,0.871146719308558,1,1,3
1,PL,2,0.947152287713024,1,1,3
1,PL,2,0.658160749666719,3,0,-1
1,PL,4,0.989185867654143,6,1,-1
1,PL,5,1.54311389458613,5,0,2
1,PL,10,1.22894064196612,6,1,-1
1,PL,3,0.790818147110904,1,1,3
1,PL,4,0.84585122185084,1,1,3
1,PL,5,0.860491957280122,6,1,-1
1,PL,1,1.3707494752449,4,0,-1
1,PL,3,0.715567884778203,10,0,-1
1,PL,2,1.04848089192017,1,1,3
1,PL,4,0.99553289226938,10,0,-1
1,PL,4,1.12170384942986,1,1,3
1,PL,5,0.655135114180404,4,0,-1
1,PL,1,0.963920059884384,7,0,1
1,PL,3,0.67616235401145,1,1,3
1,PL,6,1.02376340219847,1,1,3
1,PL,5,1.1032443437058,1,1,3
1,PL,5,1.36539306368647,7,0,1
1,PL,0,0.992531111558401,6,1,-1
1,PL,2,1.14175143056085,1,1,3
1,PL,5,1.3161697229968,1,1,3
1,PL,3,0.663491523720405,1,1,3
1,PL,0,0.714989991269861,1,1,3
1,PL,4,1.05296050877639,7,0,1
1,PL,7,1.19030765199386,10,0,-1
1,PL,5,0.658160749666719,2,0,-1
1,PL,7,0.923876550891444,1,1,3
1,PL,6,0.927307402159731,2,0,-1
1,PL,2,0.702011057186969,3,0,-1
1,PL,5,0.715567884778203,1,1,3
1,PL,0,0.968873838381669,2,0,-1
1,PL,4,1.01013199878301,1,1,3
1,PL,5,0.777818776654575,4,0,-1
1,PL,3,0.958261856999207,1,1,3
1,PL,5,0.870803986958244,10,0,-1
1,PL,6,0.84585122185084,1,1,3
1,PL,5,0.721212027927788,7,0,1
1,PL,0,0.748030627320322,3,0,-1
1,PL,4,0.941228975591152,1,1,3
1,PL,9,1.02210655927843,7,0,1
1,PL,0,1.21871495805093,6,1,-1
1,PL,4,1.10757643948818,1,1,3
1,PL,5,1.4001795499822,6,1,-1
1,PL,5,0.769124506192228,5,0,2
1,PL,1,1.10946570523742,1,1,3
1,PL,5,0.91534465053358,1,1,3
1,PL,3,0.941228975591152,7,0,1
1,PL,5,1.003014953191,5,0,2
1,PL,2,0.693715443185341,1,1,3
1,PL,4,0.751196806938958,2,0,-1
1,PL,6,1.18796610431953,2,0,-1
1,PL,1,0.899264215888631,7,0,1
1,PL,7,1.14520450863676,1,1,3
1,PL,7,1.13625908298871,7,0,1
1,PL,0,0.783865043805079,10,0,-1
1,PL,4,0.845846224667659,1,1,3
1,PL,5,1.14618149197974,4,0,-1
1,PL,3,1.14175143056085,6,1,-1
1,PL,3,0.663491523720405,1,1,3
1,PL,7,0.757110753224745,3,0,-1
1,PL,3,1.13625908298871,6,1,-1
1,PL,6,1.28470440781641,1,1,3
1,PL,4,0.986586600691424,5,0,2
1,PL,3,0.89716843371356,1,1,3
1,PL,0,1.07113352117619,3,0,-1
1,PL,8,1.47523673728835,1,1,3
1,PL,3,0.916659962996743,7,0,1
1,PL,10,0.864397413200096,1,1,3
1,PL,6,1.19817170674571,1,1,3
1,PL,4,1.10151036323755,5,0,2
1,PL,3,0.777818776654575,7,0,1
1,PL,4,0.853770479354956,1,1,3
1,PL,5,0.655135114180404,3,0,-1
1,PL,4,1.19012509845663,10,0,-1
1,PL,6,0.843300768820281,1,1,3
1,PL,3,0.913896003898237,1,1,3
1,PL,6,0.916659962996743,1,1,3
1,PL,5,1.26190462554187,1,1,3
1,PL,1,0.790161122337023,1,1,3
1,PL,3,1.13829951060276,1,1,3
1,PL,5,0.84585122185084,7,0,1
1,PL,3,1.19030765199386,6,1,-1
1,PL,2,0.871518056686185,1,1,3
1,PL,1,0.91534465053358,10,0,-1
1,PL,0,1.19030765199386,4,0,-1
1,PL,3,0.815832653398129,4,0,-1
1,PL,2,1.04848089192017,7,0,1
1,PL,4,0.935706603404665,1,1,3
1,PL,3,1.20501355650354,1,1,3
1,PL,1,1.28099757529101,5,0,2
1,PL,5,1.11237045396793,1,1,3
1,PL,4,0.918626069044888,2,0,-1
1,PL,1,0.933876844373146,1,1,3
1,PL,4,1.12957383900467,1,1,3
1,PL,4,0.795026783882242,1,1,3
1,PL,1,1.17868665913881,1,1,3
1,PL,0,1.04848089192017,1,1,3
1,PL,2,0.891297733034573,3,0,-1
1,PL,5,0.972057886220368,6,1,-1
1,PL,5,0.866032781093727,1,1,3
1,PL,4,0.712128651795497,7,0,1
1,PL,5,1.03859173239506,4,0,-1
1,PL,5,1.30588885324078,1,1,3
1,PL,3,1.11237045396793,6,1,-1
1,PL,4,0.931997535249435,3,0,-1
1,PL,1,0.979830016020052,6,1,-1
1,PL,3,1.23358997458815,3,0,-1
1,PL,1,0.800709579017099,2,0,-1
1,PL,1,1.3675424441943,6,1,-1
1,PL,4,0.852505317321558,1,1,3
1,PL,1,0.93115684054321,7,0,1
1,PL,5,1.2203838008416,1,1,3
1,PL,5,0.96701583916314,5,0,2
1,PL,6,1.43081182229193,1,1,3
1,PL,5,0.994347028809038,10,0,-1
1,PL,2,0.622047294239458,5,0,2
1,PL,2,1.10856438988737,6,1,-1
