essround,cntry,trstprl,pspwght,party,vote_gov,vote_po_pis_sld
2,PL,4,1.20308915184928,4,0,-1
2,PL,4,0.832777511041017,1,1,3
2,PL,0,1.14244433972444,7,0,1
2,PL,3,1.58940222074625,4,0,-1
2,PL,0,1.1832374575606,1,1,3
2,PL,4,1.41876622028401,7,0,1
2,PL,5,1.22824035873937,4,0,-1
2,PL,0,0.934989478440292,1,1,3
2,PL,2,0.810771714660703,1,1,3
2,PL,4,0.744177520949446,1,1,3
2,PL,1,1.16515179260419,1,1,3
2,PL,2,0.948905522504887,4,0,-1
2,PL,5,1.01471384649195,4,0,-1
2,PL,2,0.818923130531969,7,0,1
2,PL,5,1.00023228376992,3,0,-1
2,PL,0,0.889793683168104,4,0,-1
2,PL,1,1.29707327561178,1,1,3
2,PL,4,0.970249010581649,7,0,1
2,PL,1,1.04276534631041,2,0,-1
2,PL,6,0.940007716305643,1,1,3
2,PL,0,0.965327985482561,7,0,1
2,PL,0,1.40826122350826,1,1,3
2,PL,2,0.724512942139736,2,0,-1
2,PL,0,0.835990334583831,4,0,-1
2,PL,0,1.01051711800627,1,1,3
2,PL,0,1.41876622028401,7,0,1
2,PL,0,1.18534571024068,1,1,3
2,PL,1,0.832777511041017,10,0,-1
2,PL,5,1.24612896680924,2,0,-1
2,PL,0,1.38168561882628,1,1,3
2,PL,0,0.983244001561814,6,1,-1
2,PL,1,1.03834685837908,1,1,3
2,PL,2,0.95855942004417,1,1,3
2,PL,2,0.687537341093589,3,0,-1
2,PL,3,1.19036211874304,4,0,-1
2,PL,0,1.29984555782238,1,1,3
2,PL,0,1.41876622028401,1,1,3
2,PL,1,0.769393887271924,1,1,3
2,PL,5,0.948905522504887,4,0,-1
2,PL,4,0.914824958058893,1,1,3
2,PL,0,1.18534571024068,1,1,3
2,PL,4,1.28616886118624,7,0,1
2,PL,0,0.9029097916806,1,1,3
2,PL,2,1.03339631261002,1,1,3
2,PL,4,1.38945332226883,1,1,3
2,PL,6,1.16386048174765,1,1,3
2,PL,0,0.987388060353131,4,0,-1
2,PL,0,1.10172880090557,1,1,3
2,PL,5,1.06170212743985,2,0,-1
2,PL,7,0.995730384147267,7,0,1
2,PL,2,0.788234111470249,1,1,3
2,PL,1,0.751362512588248,1,1,3
2,PL,0,1.10614190937633,1,1,3
2,PL,4,1.23334978236192,10,0,-1
2,PL,5,1.45676435303111,1,1,3
2,PL,2,1.56695621811102,1,1,3
2,PL,3,0.975226161907678,2,0,-1
2,PL,1,1.03834685837908,4,0,-1
2,PL,0,0.855303868610768,1,1,3
2,PL,4,1.17090095283645,1,1,3
2,PL,1,0.971507093042517,1,1,3
2,PL,0,0.804327683617792,1,1,3
2,PL,0,0.832777511041017,10,0,-1
2,PL,3,1.18939378101779,6,1,-1
2,PL,0,1.05322003173924,4,0,-1
2,PL,0,1.11224447787247,1,1,3
2,PL,0,1.1066531928211,1,1,3
2,PL,5,0.987388060353131,6,1,-1
2,PL,3,1.06170212743985,2,0,-1
2,PL,0,0.76131353897968,1,1,3
2,PL,3,0.687537341093589,1,1,3
2,PL,6,0.900674104959794,1,1,3
2,PL,0,1.29655624294227,1,1,3
2,PL,5,0.914100084770481,1,1,3
2,PL,3,1.12711124439706,1,1,3
2,PL,0,1.01287220788797,7,0,1
2,PL,5,0.810771714660703,10,0,-1
2,PL,0,1.20057879909468,1,1,3
2,PL,4,1.07067232191117,10,0,-1
2,PL,10,0.983244001561814,1,1,3
2,PL,3,0.740636101760335,1,1,3
2,PL,4,0.56612031984892,2,0,-1
2,PL,2,0.756957639023383,1,1,3
2,PL,0,0.762947832159979,4,0,-1
2,PL,1,0.973483926338841,7,0,1
2,PL,1,1.01353670714179,4,0,-1
2,PL,10,1.05620673826259,7,0,1
2,PL,5,0.871269808060526,7,0,1
2,PL,2,1.00535985622402,4,0,-1
2,PL,2,1.05315946664197,1,1,3
2,PL,5,0.941007543642156,4,0,-1
2,PL,0,1.04276534631041,7,0,1
2,PL,3,1.11224447787247,1,1,3
2,PL,5,1.3266422304724,4,0,-1
2,PL,3,1.17369379995333,1,1,3
2,PL,2,0.657839076107361,3,0,-1
2,PL,0,1.16867213454211,1,1,3
2,PL,5,1.07328074392845,2,0,-1
2,PL,3,0.934660703080261,1,1,3
2,PL,3,0.97512386951396,4,0,-1
2,PL,0,1.26982710703056,7,0,1
2,PL,3,0.69722887441475,1,1,3
2,PL,4,1.37781235027907,1,1,3
2,PL,0,1.00672122586539,3,0,-1
2,PL,0,1.01643773360697,4,0,-1
2,PL,0,1.15362301263745,6,1,-1
2,PL,0,1.03402895913299,3,0,-1
2,PL,0,0.92562521271262,1,1,3
2,PL,0,0.733057608922201,5,0,2
2,PL,1,0.889480800247726,3,0,-1
2,PL,0,1.119739384684,7,0,1
2,PL,3,0.781976951895329,7,0,1
2,PL,0,1.1066531928211,1,1,3
2,PL,3,1.16309006785396,10,0,-1
2,PL,0,0.722459815255703,5,0,2
2,PL,2,0.722459815255703,1,1,3
2,PL,2,0.941886626496965,1,1,3
2,PL,6,1.05143376153108,1,1,3
2,PL,2,0.810771714660703,3,0,-1
2,PL,1,0.832777511041017,1,1,3
2,PL,2,0.966921617500977,1,1,3
2,PL,3,1.58940222074625,1,1,3
2,PL,3,1.00672122586539,1,1,3
2,PL,3,1.08417467314796,1,1,3
2,PL,6,0.710324300450841,5,0,2
2,PL,3,1.1561542247733,7,0,1
2,PL,3,0.88581863303108,3,0,-1
2,PL,3,0.949600613569055,1,1,3
2,PL,0,1.1123814196423,1,1,3
2,PL,0,1.11035810169736,4,0,-1
2,PL,2,0.902336223934931,7,0,1
2,PL,5,1.37599694766489,3,0,-1
2,PL,1,1.08074088748309,3,0,-1
2,PL,7,1.15166645811244,1,1,3
2,PL,,0.970119682747424,1,1,3
2,PL,0,1.14879031701357,1,1,3
2,PL,5,1.00951173493084,1,1,3
2,PL,2,1.03847207650082,1,1,3
2,PL,4,1.18939378101779,10,0,-1
2,PL,5,1.11782867036092,6,1,-1
2,PL,5,0.959121236528976,1,1,3
2,PL,3,1.05322003173924,6,1,-1
2,PL,4,1.10120034861724,6,1,-1
2,PL,1,1.15362301263745,1,1,3
2,PL,4,1.06513050284709,7,0,1
2,PL,7,1.23051558140666,1,1,3
2,PL,4,0.724512942139736,10,0,-1
2,PL,2,1.12164169862611,10,0,-1
2,PL,3,1.05143376153108,4,0,-1
2,PL,1,0.929683246067377,3,0,-1
2,PL,8,1.119739384684,1,1,3
2,PL,4,0.762947832159979,7,0,1
2,PL,3,1.42437762006567,4,0,-1
2,PL,8,1.18939378101779,1,1,3
2,PL,2,1.04310967056467,3,0,-1
2,PL,4,0.687537341093589,1,1,3
2,PL,1,1.17854610582757,7,0,1
2,PL,1,0.595776472518036,7,0,1
2,PL,0,0.949080965362777,7,0,1
2,PL,3,1.29655624294227,5,0,2
2,PL,3,1.3245023669128,1,1,3
2,PL,4,0.73882713506573,1,1,3
2,PL,7,0.724512942139736,1,1,3
2,PL,4,1.16701384965951,1,1,3
2,PL,0,0.987388060353131,4,0,-1
2,PL,,1.33785087223137,6,1,-1
3,PL,3,1.24166049871026,14,1,2
3,PL,2,1.08493170799649,9,0,1
3,PL,0,1.50842752476016,9,0,1
3,PL,4,1.15075902511088,18,0,3
3,PL,0,1.00757677568068,14,1,2
3,PL,5,1.27539739496926,14,1,2
3,PL,2,1.38602781565618,9,0,1
3,PL,0,0.806739963326916,14,1,2
3,PL,0,1.18480984672204,13,0,-1
3,PL,4,0.693013907828089,14,1,2
3,PL,3,1.05314065205636,16,1,-1
3,PL,2,1.05219160608066,9,0,1
3,PL,5,1.1706720226899,16,1,-1
3,PL,3,0.745481521289886,14,1,2
3,PL,2,0.953042210976113,18,0,3
3,PL,0,0.854601428964755,9,0,1
3,PL,1,0.76981981581561,9,0,1
3,PL,0,1.15816755803918,14,1,2
3,PL,7,0.727500091653675,18,0,3
3,PL,0,0.80163747290758,9,0,1
3,PL,3,1.04230386336163,3,1,-1
3,PL,4,1.09702058970088,9,0,1
3,PL,7,1.6062444514777,14,1,2
3,PL,0,0.725620051556414,14,1,2
3,PL,0,1.20883983161728,3,1,-1
3,PL,4,0.811576041793917,9,0,1
3,PL,5,1.53031466347575,14,1,2
3,PL,5,1.12044270429273,9,0,1
3,PL,5,1.14756590270338,14,1,2
3,PL,5,1.26462074403054,14,1,2
3,PL,5,0.774817030249976,14,1,2
3,PL,7,1.02001149829656,14,1,2
3,PL,5,0.76981981581561,9,0,1
3,PL,2,1.21010631996967,9,0,1
3,PL,1,0.823282503111573,9,0,1
3,PL,0,1.19609825279084,9,0,1
3,PL,3,1.20727238447105,9,0,1
3,PL,5,1.22219086920181,9,0,1
3,PL,6,1.21456797967433,14,1,2
3,PL,1,0.789821586844874,14,1,2
3,PL,4,0.741125421582711,9,0,1
3,PL,1,1.1804969649706,9,0,1
3,PL,5,0.876481617846418,18,0,3
3,PL,0,0.844132143420794,9,0,1
3,PL,3,1.10965402193985,14,1,2
3,PL,0,0.921409381393249,14,1,2
3,PL,6,0.712399552703093,14,1,2
3,PL,2,0.915604415034333,9,0,1
3,PL,3,0.59804912639542,14,1,2
3,PL,4,1.08344273905454,9,0,1
3,PL,2,0.740457550584219,9,0,1
3,PL,4,0.796209343861786,14,1,2
3,PL,2,0.958986883554366,14,1,2
3,PL,3,1.10965402193985,14,1,2
3,PL,4,1.13124945793251,16,1,-1
3,PL,3,0.561788397782896,14,1,2
3,PL,3,0.743412961584454,9,0,1
3,PL,6,1.53923577862524,13,0,-1
3,PL,0,0.9186292616661,9,0,1
3,PL,2,1.21010631996967,18,0,3
3,PL,5,1.09969220073968,14,1,2
3,PL,0,0.771357455327395,14,1,2
3,PL,2,1.21347346219362,9,0,1
3,PL,2,0.720729931844049,14,1,2
3,PL,4,0.844132143420794,9,0,1
3,PL,5,0.78364607768371,14,1,2
3,PL,0,1.18484945503958,16,1,-1
3,PL,2,1.26854617650657,17,0,-1
3,PL,0,0.809771043374613,18,0,3
3,PL,5,0.804425626076226,9,0,1
3,PL,1,1.10191091819593,9,0,1
3,PL,0,0.792041493050061,16,1,-1
3,PL,3,0.891805415753508,9,0,1
3,PL,1,0.611650326960259,9,0,1
3,PL,2,0.844893525862017,14,1,2
3,PL,1,1.46207943516059,9,0,1
3,PL,2,1.08493170799649,14,1,2
3,PL,3,0.745481521289886,9,0,1
3,PL,6,0.741125421582711,18,0,3
3,PL,3,1.10860716948737,14,1,2
3,PL,2,1.08344273905454,9,0,1
3,PL,5,0.768040235684908,14,1,2
3,PL,1,1.15469339724761,9,0,1
3,PL,3,1.18378171864091,16,1,-1
3,PL,5,0.937646345515516,14,1,2
3,PL,3,1.18114353079568,16,1,-1
3,PL,2,1.03142149170903,14,1,2
3,PL,4,1.54631376191027,14,1,2
3,PL,5,0.585336011344952,14,1,2
3,PL,5,0.774862117246542,14,1,2
3,PL,3,1.04230386336163,14,1,2
3,PL,0,0.674550304959186,9,0,1
3,PL,3,1.09362593184022,18,0,3
3,PL,1,1.17140945395571,9,0,1
3,PL,5,1.10965402193985,14,1,2
3,PL,3,1.34910060991837,9,0,1
3,PL,0,1.02415862184005,14,1,2
3,PL,6,1.24143623758903,14,1,2
3,PL,0,0.753727241093114,18,0,3
3,PL,5,0.751394881857752,18,0,3
3,PL,3,0.640049891371751,9,0,1
3,PL,4,0.862162952891243,14,1,2
3,PL,0,1.17246603093442,16,1,-1
3,PL,6,1.19072672347734,9,0,1
3,PL,5,1.34362461963983,14,1,2
3,PL,3,0.727872404705836,18,0,3
3,PL,3,1.13124945793251,13,0,-1
3,PL,0,1.24031750756653,3,1,-1
3,PL,3,1.16815903080529,16,1,-1
3,PL,1,1.20727238447105,14,1,2
3,PL,5,0.937706708350607,14,1,2
3,PL,2,1.04041456016223,14,1,2
3,PL,1,1.19239700563643,9,0,1
3,PL,4,1.02435847934392,9,0,1
3,PL,2,0.712399552703093,14,1,2
3,PL,5,0.833183219550229,9,0,1
3,PL,0,0.804857384130835,14,1,2
3,PL,5,0.584079515402643,14,1,2
3,PL,4,1.22613990962634,13,0,-1
3,PL,1,1.23195586691613,9,0,1
3,PL,3,1.17946963217039,14,1,2
3,PL,5,1.15179697600829,14,1,2
3,PL,3,0.727872404705836,9,0,1
3,PL,6,0.933349204530425,14,1,2
3,PL,5,0.727872404705836,14,1,2
3,PL,1,0.712399552703093,9,0,1
3,PL,0,1.05219160608066,14,1,2
3,PL,0,1.07370051722848,18,0,3
3,PL,8,1.18378171864091,14,1,2
3,PL,0,0.952415449258567,14,1,2
3,PL,3,0.772658140015218,16,1,-1
3,PL,0,0.947401888152709,9,0,1
3,PL,3,1.11942623284114,16,1,-1
3,PL,1,0.862230891065107,14,1,2
3,PL,5,0.862230891065107,14,1,2
3,PL,,1.20749047401151,19,0,-1
3,PL,5,1.21456797967433,14,1,2
3,PL,4,0.561788397782896,14,1,2
3,PL,5,1.24487192356731,14,1,2
3,PL,5,0.718178667668543,9,0,1
3,PL,7,1.06737815962696,9,0,1
3,PL,1,0.831486613755435,9,0,1
3,PL,0,1.20993016969908,14,1,2
3,PL,3,0.973037483851593,14,1,2
3,PL,6,0.862230891065107,14,1,2
3,PL,4,1.12357679556579,14,1,2
3,PL,2,1.05314065205636,9,0,1
3,PL,0,1.10517665771975,9,0,1
3,PL,0,0.973037483851593,16,1,-1
3,PL,2,1.12190533376843,9,0,1
3,PL,7,0.807177274429618,18,0,3
3,PL,2,1.2800997827435,9,0,1
3,PL,0,1.20727238447105,14,1,2
3,PL,1,1.34736327889254,9,0,1
3,PL,0,0.973037483851593,18,0,3
3,PL,2,0.842540306201104,14,1,2
3,PL,5,1.17074605623985,14,1,2
3,PL,2,0.895866681174843,14,1,2
3,PL,2,0.899100974767353,14,1,2
3,PL,4,1.37457922143715,14,1,2
3,PL,0,1.15179697600829,13,0,-1
3,PL,4,1.61216667172126,13,0,-1
3,PL,,0.745481521289886,9,0,1
3,PL,3,0.88336971465043,14,1,2
3,PL,2,0.824205465559007,9,0,1
3,PL,0,0.613905480554701,14,1,2
3,PL,4,1.10657495756172,14,1,2
3,PL,1,1.14756590270338,14,1,2
3,PL,2,0.743412961584454,9,0,1
3,PL,3,0.828821824667477,14,1,2
3,PL,3,0.786236335747418,9,0,1
3,PL,1,0.575379512555441,9,0,1
3,PL,3,0.725620051556414,14,1,2
3,PL,0,1.26854617650657,14,1,2
3,PL,2,0.852223027378619,9,0,1
3,PL,1,0.964426800430263,14,1,2
3,PL,4,1.01453431301863,18,0,3
3,PL,0,0.620830249355128,16,1,-1
3,PL,5,0.870460867911349,14,1,2
3,PL,1,1.21101980538581,14,1,2
3,PL,3,0.611095434600903,16,1,-1
3,PL,2,0.822747091070467,9,0,1
3,PL,6,1.27894621076341,16,1,-1
3,PL,5,0.934805036788212,14,1,2
3,PL,3,0.848133018972501,14,1,2
3,PL,5,1.12570739325837,14,1,2
3,PL,5,0.844893525862017,3,1,-1
3,PL,2,0.891805415753508,9,0,1
3,PL,2,1.44381524785567,14,1,2
3,PL,2,0.725620051556414,14,1,2
3,PL,3,1.0832868282259,18,0,3
3,PL,3,1.08009009695718,14,1,2
3,PL,2,1.22163574096835,14,1,2
3,PL,2,0.935490743644633,18,0,3
3,PL,0,1.37581905158866,14,1,2
3,PL,3,1.17246603093442,9,0,1
3,PL,3,1.27894621076341,16,1,-1
3,PL,0,0.524635994113767,9,0,1
3,PL,2,0.708959730136036,9,0,1
3,PL,2,1.18276642843301,9,0,1
3,PL,2,1.38727797210397,14,1,2
3,PL,2,1.03941168198491,14,1,2
3,PL,3,1.41378715160534,14,1,2
3,PL,6,1.29923559043398,9,0,1
3,PL,1,1.49329579736401,9,0,1
3,PL,2,1.16495596558933,16,1,-1
3,PL,5,1.53923577862524,18,0,3
3,PL,3,1.07887619835072,18,0,3
3,PL,3,1.11942623284114,14,1,2
3,PL,4,1.1706720226899,16,1,-1
3,PL,0,1.3004074628396,14,1,2
3,PL,2,1.20993016969908,14,1,2
3,PL,5,1.10597366165963,14,1,2
3,PL,1,1.23313693722473,9,0,1
3,PL,1,1.61216667172126,14,1,2
3,PL,4,1.18484945503958,14,1,2
3,PL,5,1.21456797967433,13,0,-1
3,PL,0,1.21010631996967,14,1,2
3,PL,4,1.24157987427993,14,1,2
3,PL,7,1.15179697600829,14,1,2
3,PL,2,1.20993016969908,16,1,-1
3,PL,2,1.19609825279084,14,1,2
3,PL,1,0.720729931844049,14,1,2
3,PL,3,1.04324399088333,14,1,2
3,PL,4,1.37907136250963,9,0,1
3,PL,5,1.46240443340403,14,1,2
3,PL,0,1.11858466970188,14,1,2
3,PL,1,0.613905480554701,9,0,1
3,PL,4,0.765225582324954,17,0,-1
3,PL,3,1.17499540022587,9,0,1
3,PL,4,0.618549657940458,13,0,-1
3,PL,2,1.22503496401001,14,1,2
3,PL,5,1.18656695399493,14,1,2
3,PL,1,1.05314065205636,16,1,-1
3,PL,3,1.04324399088333,14,1,2
3,PL,,1.1522428486564,14,1,2
3,PL,10,1.12570739325837,14,1,2
3,PL,4,1.14020021167297,14,1,2
3,PL,0,1.05314065205636,9,0,1
3,PL,2,0.982043936461469,9,0,1
3,PL,4,0.746153923762638,17,0,-1
3,PL,0,0.605509902692908,9,0,1
3,PL,5,1.1596235815316,14,1,2
3,PL,3,1.24143623758903,14,1,2
3,PL,6,1.16067655334041,9,0,1
3,PL,6,0.804593108748489,14,1,2
3,PL,0,0.78364607768371,16,1,-1
3,PL,2,0.725620051556414,9,0,1
3,PL,4,1.14373943792812,16,1,-1
3,PL,2,0.611840771976839,14,1,2
3,PL,2,1.09362593184022,18,0,3
3,PL,3,1.84135312617833,9,0,1
3,PL,0,0.816890877527422,14,1,2
3,PL,0,1.21510728549734,14,1,2
3,PL,5,1.22503496401001,13,0,-1
3,PL,5,0.620270783296542,16,1,-1
3,PL,0,1.23687587857262,14,1,2
3,PL,3,0.743412961584454,9,0,1
3,PL,4,1.18028566774,13,0,-1
3,PL,5,1.13124945793251,16,1,-1
3,PL,4,1.15075902511088,9,0,1
3,PL,3,1.21456797967433,9,0,1
3,PL,2,0.613739949772092,9,0,1
3,PL,5,0.770499585753673,3,1,-1
3,PL,5,0.964180218431722,14,1,2
3,PL,2,0.788110834385828,9,0,1
3,PL,2,1.2800997827435,9,0,1
3,PL,2,1.08624060378057,9,0,1
3,PL,2,1.06590514380321,9,0,1
3,PL,0,1.61071385505431,18,0,3
3,PL,0,0.847486160640397,9,0,1
3,PL,9,1.80221029809206,14,1,2
3,PL,3,1.18114353079568,9,0,1
3,PL,0,0.600693284794001,16,1,-1
3,PL,2,0.819793687899717,14,1,2
3,PL,4,0.830871305457146,9,0,1
3,PL,5,1.18378171864091,14,1,2
3,PL,9,1.32452055176234,14,1,2
3,PL,5,0.841789848289295,14,1,2
3,PL,4,1.1804969649706,14,1,2
3,PL,2,0.612517482005003,18,0,3
3,PL,2,1.10497700480209,14,1,2
3,PL,3,0.844132143420794,14,1,2
3,PL,10,1.1522428486564,14,1,2
3,PL,5,0.806672391228104,14,1,2
3,PL,6,1.17246603093442,18,0,3
3,PL,1,0.51366882522056,9,0,1
3,PL,3,1.15057144391359,9,0,1
3,PL,,1.22613990962634,13,0,-1
3,PL,8,1.53923577862524,14,1,2
3,PL,3,0.650203731419799,9,0,1
3,PL,5,0.786236335747418,13,0,-1
3,PL,0,1.14272531901735,14,1,2
3,PL,7,0.789195854073049,14,1,2
3,PL,5,1.33795703453761,14,1,2
3,PL,2,1.22503496401001,16,1,-1
3,PL,0,1.28757181740843,3,1,-1
3,PL,0,1.23195586691613,16,1,-1
3,PL,1,1.01453431301863,14,1,2
3,PL,4,0.831486613755435,9,0,1
3,PL,5,0.746153923762638,14,1,2
3,PL,4,1.32452055176234,13,0,-1
3,PL,1,1.10965402193985,3,1,-1
3,PL,4,0.822747091070467,14,1,2
3,PL,3,1.22613990962634,14,1,2
3,PL,0,1.27539739496926,18,0,3
3,PL,3,0.823489184821534,16,1,-1
3,PL,0,1.53169496242941,16,1,-1
3,PL,3,0.81079750294677,14,1,2
3,PL,1,0.618437939286311,14,1,2
3,PL,10,0.540437535529433,3,1,-1
3,PL,3,1.15581945572989,9,0,1
3,PL,5,0.712399552703093,18,0,3
3,PL,1,1.24054156659308,14,1,2
3,PL,3,1.37581905158866,14,1,2
3,PL,4,0.473563160457764,9,0,1
3,PL,4,1.2800997827435,14,1,2
3,PL,3,0.575379512555441,14,1,2
3,PL,3,1.17400367783428,14,1,2
3,PL,2,1.13124945793251,16,1,-1
3,PL,5,0.725620051556414,18,0,3
3,PL,2,0.842232852149639,9,0,1
3,PL,3,0.563964796601697,9,0,1
3,PL,4,1.1804969649706,9,0,1
3,PL,2,1.2800997827435,9,0,1
3,PL,4,0.838222219520355,14,1,2
3,PL,1,0.991170201846867,16,1,-1
3,PL,2,1.2800997827435,9,0,1
3,PL,4,1.35328827121731,9,0,1
3,PL,0,1.53169496242941,14,1,2
3,PL,2,1.1522428486564,16,1,-1
3,PL,0,0.89501025152943,14,1,2
3,PL,5,0.712399552703093,14,1,2
3,PL,2,0.895093500628529,9,0,1
3,PL,1,0.829569397650123,9,0,1
3,PL,2,1.45222260038468,14,1,2
3,PL,0,0.611840771976839,14,1,2
3,PL,,1.2487360549287,13,0,-1
3,PL,8,0.746153923762638,14,1,2
3,PL,2,1.14756590270338,9,0,1
3,PL,7,0.823489184821534,14,1,2
3,PL,5,1.10497700480209,14,1,2
3,PL,0,0.811585741329781,9,0,1
3,PL,1,0.70759852896032,14,1,2
3,PL,1,1.04324399088333,13,0,-1
3,PL,8,0.841864022337276,9,0,1
3,PL,5,0.859838375587393,9,0,1
3,PL,3,0.618437939286311,14,1,2
3,PL,5,1.19609825279084,9,0,1
3,PL,5,0.751394881857752,9,0,1
3,PL,1,1.2800997827435,9,0,1
3,PL,2,0.826317944137756,9,0,1
3,PL,6,1.16495596558933,14,1,2
3,PL,2,0.771961853059681,14,1,2
3,PL,8,1.1522428486564,3,1,-1
3,PL,6,1.22613990962634,16,1,-1
3,PL,3,1.1706720226899,9,0,1
3,PL,0,0.870460867911349,9,0,1
3,PL,10,1.13449501544747,14,1,2
3,PL,2,1.22503496401001,9,0,1
3,PL,6,1.07887619835072,14,1,2
3,PL,1,1.34232949387231,18,0,3
3,PL,0,0.807177274429618,18,0,3
3,PL,5,0.842232852149639,14,1,2
3,PL,4,1.38723767648429,14,1,2
3,PL,8,1.22860706530714,14,1,2
3,PL,0,1.45379503815092,14,1,2
3,PL,2,0.746991149157992,14,1,2
3,PL,3,0.859838375587393,14,1,2
3,PL,3,0.733512256854994,9,0,1
3,PL,3,0.820464135112813,9,0,1
3,PL,4,0.839250586861197,14,1,2
3,PL,1,1.08009009695718,14,1,2
3,PL,6,1.12356035592125,14,1,2
3,PL,5,0.629154874853933,16,1,-1
3,PL,5,1.16050759836052,9,0,1
3,PL,2,0.789139964130131,9,0,1
3,PL,4,1.05219160608066,14,1,2
3,PL,4,1.1804969649706,13,0,-1
3,PL,3,0.824192787579859,17,0,-1
3,PL,1,1.416849908195,14,1,2
3,PL,0,1.41536704352748,9,0,1
3,PL,5,0.862230891065107,14,1,2
3,PL,4,0.586233015467208,14,1,2
3,PL,5,1.03976681283235,14,1,2
3,PL,3,1.07887619835072,14,1,2
3,PL,3,1.15075902511088,16,1,-1
3,PL,4,1.20883983161728,14,1,2
3,PL,4,1.14020021167297,16,1,-1
3,PL,4,1.29923559043398,9,0,1
3,PL,6,0.976411733740058,14,1,2
3,PL,4,0.836921837056994,9,0,1
3,PL,1,1.20727238447105,14,1,2
3,PL,2,1.1804969649706,14,1,2
3,PL,0,1.06041129968899,14,1,2
3,PL,0,0.964426800430263,9,0,1
3,PL,1,0.871738905867863,14,1,2
3,PL,5,1.17735252006799,9,0,1
3,PL,3,1.1522428486564,14,1,2
3,PL,5,1.18527637824119,14,1,2
3,PL,2,1.2800997827435,6,0,-1
3,PL,1,0.841527870315324,14,1,2
3,PL,1,1.14627238330491,6,0,-1
3,PL,5,0.821897224159442,9,0,1
3,PL,1,0.768122843432918,9,0,1
3,PL,2,0.895093500628529,9,0,1
3,PL,2,0.743412961584454,9,0,1
3,PL,0,0.700224299176198,3,1,-1
3,PL,3,0.996954357347898,2,0,-1
3,PL,0,1.24157987427993,16,1,-1
3,PL,5,0.771357455327395,14,1,2
3,PL,0,1.2487360549287,14,1,2
3,PL,4,1.17052881082934,16,1,-1
3,PL,7,0.697150529607304,14,1,2
3,PL,2,0.693013907828089,9,0,1
3,PL,5,0.6215249728831,14,1,2
3,PL,5,0.725620051556414,9,0,1
3,PL,5,0.61924182943345,9,0,1
3,PL,5,1.22853743977556,14,1,2
3,PL,2,1.38218187017236,16,1,-1
3,PL,4,0.727500091653675,9,0,1
3,PL,4,0.893633830468859,9,0,1
3,PL,3,1.18114353079568,14,1,2
3,PL,1,0.863008598046002,14,1,2
3,PL,2,1.15021714614983,14,1,2
3,PL,8,0.768040235684908,18,0,3
3,PL,0,1.05594183287892,9,0,1
3,PL,0,1.06041129968899,9,0,1
3,PL,0,0.810844683665319,18,0,3
3,PL,4,0.830871305457146,14,1,2
3,PL,3,1.18640507727167,9,0,1
3,PL,3,1.19072672347734,9,0,1
3,PL,0,0.821897224159442,14,1,2
3,PL,3,0.738402931376394,9,0,1
3,PL,4,1.14627238330491,14,1,2
3,PL,2,0.576121424328199,18,0,3
3,PL,0,1.19920147769641,9,0,1
3,PL,8,0.725620051556414,14,1,2
3,PL,5,0.804425626076226,18,0,3
3,PL,8,0.721907623927836,9,0,1
3,PL,0,0.784721566903903,16,1,-1
3,PL,0,0.82164237735846,14,1,2
3,PL,2,0.865341746061959,9,0,1
3,PL,3,1.2487360549287,6,0,-1
3,PL,2,0.751394881857752,14,1,2
3,PL,0,0.586233015467208,14,1,2
3,PL,3,1.0168114630216,9,0,1
3,PL,2,0.598864180918775,16,1,-1
3,PL,1,0.783900229025701,9,0,1
3,PL,5,0.839445273072755,9,0,1
3,PL,3,0.811899299593214,9,0,1
3,PL,4,0.573782951351693,3,1,-1
3,PL,6,1.34649613736101,14,1,2
3,PL,5,0.575898488004147,14,1,2
3,PL,2,0.771961853059681,9,0,1
3,PL,0,1.17506259472685,18,0,3
3,PL,5,0.725620051556414,14,1,2
3,PL,2,0.85743211366665,18,0,3
3,PL,0,0.751394881857752,14,1,2
3,PL,7,1.17506259472685,9,0,1
3,PL,5,0.727872404705836,14,1,2
3,PL,8,0.919508222587107,14,1,2
3,PL,4,1.18484945503958,13,0,-1
3,PL,1,0.991170201846867,9,0,1
3,PL,2,0.823282503111573,9,0,1
3,PL,1,1.19913351858831,14,1,2
3,PL,4,0.873261902868205,9,0,1
3,PL,0,0.803577988578624,9,0,1
3,PL,0,0.854601428964755,14,1,2
3,PL,0,0.771357455327395,14,1,2
3,PL,3,1.29923559043398,9,0,1
3,PL,0,0.841864022337276,14,1,2
3,PL,3,1.01453431301863,14,1,2
3,PL,4,0.841864022337276,9,0,1
3,PL,2,0.803706011798766,9,0,1
3,PL,5,0.870460867911349,9,0,1
3,PL,2,1.12292405631548,9,0,1
3,PL,1,0.80924411586965,14,1,2
3,PL,3,0.604420842006454,9,0,1
3,PL,4,1.15581945572989,14,1,2
3,PL,2,1.12357679556579,14,1,2
3,PL,5,0.460946267738485,14,1,2
3,PL,1,0.891805415753508,14,1,2
3,PL,3,0.805356927527155,9,0,1
3,PL,6,1.42207383111699,9,0,1
3,PL,0,0.639473105381707,14,1,2
3,PL,5,0.996049915167234,18,0,3
3,PL,2,0.710088041628886,14,1,2
3,PL,3,0.890351107625147,9,0,1
3,PL,2,0.733512256854994,9,0,1
3,PL,3,0.809771043374613,14,1,2
3,PL,2,1.18527637824119,3,1,-1
